row_idx,prompt,correct,raw_score
3222,How many stationary cyan objects are there when the metal cylinder enters the scene?,1,1.0
3223,How many cylinders are moving?,0,0.0
3224,What is the material of the second object that enters the scene?,0,0.0
3225,What shape is the first object to collide with the purple cylinder?,1,1.0
3226,What is the color of the object to collide with the metal cylinder?,1,1.0
3227,What material is the stationary cylinder when the yellow cylinder enters the scene?,1,1.0
3228,What shape is the purple object that is stationary when the purple cylinder enters the scene?,1,1.0
3229,Are there any yellow cylinders that enter the scene?,1,1.0
3230,How many cylinders enter the scene?,0,0.0
3231,How many spheres enter the scene?,1,1.0
3232,Are there any moving purple objects when the video begins?,1,1.0
3233,How many objects are moving when the video ends?,0,0.0
3234,How many objects are stationary when the video ends?,0,0.0
3235,What is the color of the last object that enters the scene?,1,1.0
3236,What shape is the object to collide with the yellow cylinder?,1,1.0
3237,What is the material of the object to collide with the yellow object?,1,1.0
3238,What is the shape of the metal object that is stationary when the sphere enters the scene?,1,1.0
3239,What shape is the stationary rubber object when the video begins?,1,1.0
3240,Are there any rubber cylinders that enter the scene before the sphere enters the scene?,1,1.0
3241,How many objects enter the scene?,1,1.0
3242,How many brown cylinders enter the scene?,1,1.0
3243,Are there any moving cyan objects?,1,1.0
3244,How many stationary yellow objects are there when the video ends?,1,1.0
3245,How many objects are moving?,0,0.0
3246,What shape is the first object to collide with the green sphere?,1,1.0
3247,What material is the object that exits the scene?,1,1.0
3248,What material is the object that enters the scene?,1,1.0
3249,What is the color of the moving metal object when the video begins?,0,0.0
3250,What shape is the rubber object that is stationary when the video ends?,1,1.0
3251,Are there collisions after the rubber sphere exits the scene?,1,1.0
3252,How many rubber objects enter the scene before the blue metal sphere enters the scene?,1,1.0
3253,How many collisions happen before the rubber sphere exits the scene?,1,1.0
3254,Are there any moving cubes when the cylinder enters the scene?,1,1.0
3255,How many moving red objects are there?,0,0.0
3256,How many green objects are moving when the video begins?,1,1.0
3257,What shape is the last object to collide with the rubber sphere?,0,0.0
3258,What material is the first object that enters the scene?,0,0.0
3259,What material is the first object to collide with the yellow sphere?,1,1.0
3260,What color is the stationary metal object when the video begins?,1,1.0
3261,What shape is the stationary object when the video begins?,1,1.0
3262,Are there any metal spheres that enter the scene before the cylinder enters the scene?,1,1.0
3263,How many metal objects enter the scene?,1,1.0
3264,How many spheres enter the scene before the cylinder enters the scene?,1,1.0
3265,Are there any moving cubes when the metal sphere enters the scene?,1,1.0
3266,How many moving objects are there?,0,0.0
3267,How many moving objects are there when the video ends?,1,1.0
3268,What is the color of the first object to collide with the metal cylinder?,1,1.0
3269,What is the shape of the last object to collide with the yellow cylinder?,1,1.0
3270,What shape is the object to collide with the red cube?,1,1.0
3271,What shape is the stationary metal object when the video begins?,1,1.0
3272,What material is the stationary object when the video ends?,1,1.0
3273,Are there any rubber objects that enter the scene after the metal sphere enters the scene?,1,1.0
3274,How many metal objects enter the scene?,1,1.0
3275,How many metal spheres enter the scene?,1,1.0
3276,Are there any moving brown objects when the video begins?,1,1.0
3277,How many moving brown objects are there when the red cylinder enters the scene?,1,1.0
3278,How many moving cylinders are there when the sphere enters the scene?,0,0.0
3279,What shape is the object to collide with the gray object?,1,1.0
3280,What material is the first object that enters the scene?,0,0.0
3281,What material is the last object to collide with the blue cube?,1,1.0
3282,What is the color of the stationary object when the video ends?,1,1.0
3283,What is the shape of the moving blue object when the red cylinder enters the scene?,1,1.0
3284,Are there any spheres that enter the scene after the gray cube enters the scene?,1,1.0
3285,How many rubber cylinders enter the scene after the gray object enters the scene?,1,1.0
3286,How many red objects enter the scene after the gray object enters the scene?,1,1.0
3287,Are there any stationary brown objects?,1,1.0
3288,How many moving brown objects are there when the video ends?,1,1.0
3289,How many metal objects are moving?,1,1.0
3290,What is the color of the first object to collide with the brown cylinder?,1,1.0
3291,What is the shape of the object to collide with the cyan sphere?,1,1.0
3292,What material is the last object that enters the scene?,1,1.0
3293,What color is the moving metal object when the video ends?,1,1.0
3294,What is the shape of the metal object that is moving when the cyan object enters the scene?,1,1.0
3295,Are there any blue cylinders that exit the scene?,1,1.0
3296,How many objects enter the scene?,0,0.0
3297,How many collisions happen after the metal cube enters the scene?,1,1.0
3298,Are there any moving brown objects when the video ends?,1,1.0
3299,How many moving rubber objects are there when the video ends?,1,1.0
3300,How many moving objects are there?,0,0.0
3301,What is the color of the last object to collide with the cyan object?,1,1.0
3302,What shape is the first object to collide with the cyan object?,1,1.0
3303,What is the shape of the first object that enters the scene?,0,0.0
3304,What is the color of the object that is moving when the video begins?,1,1.0
3305,What shape is the object that is stationary when the video begins?,1,1.0
3306,Are there any cyan spheres that enter the scene?,1,1.0
3307,How many collisions happen after the brown cylinder enters the scene?,1,1.0
3308,How many metal spheres enter the scene before the cube enters the scene?,1,1.0
3309,Are there any stationary spheres when the green object enters the scene?,1,1.0
3310,How many objects are moving?,0,0.0
3311,How many moving metal objects are there when the video ends?,0,0.0
3312,What color is the object to collide with the blue object?,1,1.0
3313,What is the shape of the first object that enters the scene?,0,0.0
3314,What is the color of the first object that enters the scene?,1,1.0
3315,What shape is the moving rubber object when the cube exits the scene?,1,1.0
3316,What is the material of the stationary object when the video begins?,1,1.0
3317,Are there any cubes that exit the scene after the green object enters the scene?,1,1.0
3318,How many metal objects enter the scene?,1,1.0
3319,How many metal cubes exit the scene after the sphere enters the scene?,1,1.0
3320,Are there any stationary brown objects when the video ends?,1,1.0
3321,How many spheres are moving?,0,0.0
3322,How many gray objects are moving when the brown cylinder enters the scene?,1,1.0
3323,What is the shape of the last object that enters the scene?,1,1.0
3324,What is the color of the last object to collide with the gray sphere?,0,0.0
3325,What is the material of the last object to collide with the gray sphere?,0,0.0
3326,What is the color of the moving cylinder when the rubber sphere enters the scene?,1,1.0
3327,What is the color of the stationary object?,1,1.0
3328,Are there any metal objects that exit the scene?,1,1.0
3329,How many collisions happen after the red cylinder enters the scene?,1,1.0
3330,How many collisions happen before the rubber sphere enters the scene?,1,1.0
3331,Are there any moving spheres when the video ends?,1,1.0
3332,How many stationary rubber objects are there when the brown cylinder enters the scene?,1,1.0
3333,How many moving red objects are there when the cube enters the scene?,1,1.0
3334,What color is the second object that enters the scene?,0,0.0
3335,What is the shape of the last object that enters the scene?,1,1.0
3336,What material is the first object that enters the scene?,1,1.0
3337,What is the color of the moving metal object when the video ends?,1,1.0
3338,What is the material of the object that is stationary when the video begins?,1,1.0
3339,Are there collisions before the blue cylinder enters the scene?,1,1.0
3340,How many collisions happen after the cube enters the scene?,1,1.0
3341,How many brown objects enter the scene?,1,1.0
3342,Are there any stationary yellow objects when the video ends?,1,1.0
3343,How many moving objects are there?,0,0.0
3344,How many moving objects are there when the video ends?,0,0.0
3345,What is the shape of the first object to collide with the brown cylinder?,0,0.0
3346,What is the material of the last object that enters the scene?,1,1.0
3347,What material is the object to collide with the purple cylinder?,1,1.0
3348,What is the material of the stationary sphere when the video begins?,1,1.0
3349,What shape is the rubber object that is stationary when the video begins?,1,1.0
3350,Are there any cubes that enter the scene after the rubber sphere enters the scene?,1,1.0
3351,How many collisions happen?,1,1.0
3352,How many objects enter the scene?,1,1.0
3353,Are there any moving cyan objects?,1,1.0
3354,How many objects are moving when the video ends?,0,0.0
3355,How many rubber objects are moving when the sphere enters the scene?,1,1.0
3356,What color is the object to collide with the brown cylinder?,1,1.0
3357,What shape is the object that exits the scene?,1,1.0
3358,What color is the first object to collide with the cyan cube?,1,1.0
3359,What is the material of the object that is moving when the video ends?,1,1.0
3360,What shape is the moving object when the video ends?,1,1.0
3361,Are there any rubber cubes that exit the scene after the sphere enters the scene?,1,1.0
3362,How many objects exit the scene after the sphere enters the scene?,1,1.0
3363,How many brown cubes exit the scene?,1,1.0
3364,Are there any stationary blue objects when the brown object enters the scene?,1,1.0
3365,How many blue objects are moving?,1,1.0
3366,How many moving red objects are there when the video ends?,1,1.0
3367,What material is the second object to collide with the sphere?,1,1.0
3368,What color is the object to collide with the green cylinder?,1,1.0
3369,What is the color of the object to collide with the brown object?,1,1.0
3370,What is the material of the stationary red object when the sphere enters the scene?,1,1.0
3371,What is the shape of the rubber object that is stationary when the sphere enters the scene?,1,1.0
3372,Are there any red spheres that enter the scene after the brown object enters the scene?,1,1.0
3373,How many objects enter the scene?,1,1.0
3374,How many collisions happen before the sphere enters the scene?,1,1.0
3375,Are there any stationary green objects when the video ends?,1,1.0
3376,How many stationary metal objects are there when the purple cube enters the scene?,0,0.0
3377,How many rubber objects are moving when the sphere exits the scene?,1,1.0
3378,What color is the last object to collide with the yellow cube?,0,0.0
3379,What material is the object to collide with the blue sphere?,1,1.0
3380,What shape is the last object to collide with the yellow object?,1,1.0
3381,What material is the stationary cube when the video begins?,1,1.0
3382,What shape is the metal object that is moving when the video ends?,1,1.0
3383,Are there any green objects that enter the scene after the purple object enters the scene?,1,1.0
3384,How many metal cubes enter the scene?,1,1.0
3385,How many rubber cubes enter the scene before the sphere exits the scene?,1,1.0
3386,Are there any moving cubes when the video begins?,1,1.0
3387,How many blue objects are moving when the video ends?,1,1.0
3388,How many purple objects are stationary when the green object enters the scene?,1,1.0
3389,What material is the last object to collide with the metal cube?,1,1.0
3390,What is the material of the object to collide with the blue cylinder?,1,1.0
3391,What is the color of the first object to collide with the green object?,0,0.0
3392,What is the shape of the blue object that is stationary when the video begins?,1,1.0
3393,What color is the metal object that is stationary when the blue cube enters the scene?,1,1.0
3394,Are there any blue cylinders that enter the scene before the green object enters the scene?,1,1.0
3395,How many collisions happen after the green object enters the scene?,1,1.0
3396,How many metal objects enter the scene before the blue cube enters the scene?,1,1.0
3397,Are there any stationary cyan objects when the purple sphere exits the scene?,1,1.0
3398,How many moving objects are there when the video ends?,0,0.0
3399,How many moving purple objects are there?,1,1.0
3400,What shape is the second object that exits the scene?,1,1.0
3401,What is the material of the object that enters the scene?,1,1.0
3402,What is the material of the first object to collide with the green object?,1,1.0
3403,What color is the metal object that is moving when the brown sphere exits the scene?,1,1.0
3404,What is the shape of the metal object that is moving when the video begins?,1,1.0
3405,Are there any rubber objects that enter the scene before the brown sphere exits the scene?,1,1.0
3406,How many metal objects exit the scene after the brown sphere enters the scene?,1,1.0
3407,How many cubes exit the scene after the brown sphere enters the scene?,1,1.0
3408,Are there any moving yellow objects when the gray cube enters the scene?,1,1.0
3409,How many cylinders are moving?,1,1.0
3410,How many moving rubber objects are there when the video begins?,1,1.0
3411,What is the color of the last object to collide with the sphere?,1,1.0
3412,What is the shape of the object to collide with the yellow cube?,1,1.0
3413,What material is the last object to collide with the brown object?,1,1.0
3414,What is the material of the moving cube when the video begins?,1,1.0
3415,What is the shape of the moving object when the video begins?,1,1.0
3416,Are there any brown objects that enter the scene before the gray cube enters the scene?,1,1.0
3417,How many rubber objects enter the scene?,1,1.0
3418,How many rubber cubes enter the scene?,1,1.0
3419,Are there any stationary spheres when the video begins?,1,1.0
3420,How many moving cylinders are there?,1,1.0
3421,How many moving metal objects are there?,1,1.0
3422,What is the material of the first object to collide with the metal sphere?,1,1.0
3423,What is the shape of the object that enters the scene?,1,1.0
3424,What is the color of the first object to collide with the rubber cube?,1,1.0
3425,What shape is the stationary metal object when the video begins?,1,1.0
3426,What is the shape of the stationary metal object when the cube enters the scene?,1,1.0
3427,Are there any spheres that enter the scene after the cube enters the scene?,1,1.0
3428,How many collisions happen?,1,1.0
3429,How many collisions happen after the cube enters the scene?,1,1.0
3430,Are there any moving brown objects when the cylinder enters the scene?,1,1.0
3431,How many moving blue objects are there when the cylinder enters the scene?,1,1.0
3432,How many moving gray objects are there when the video ends?,1,1.0
3433,What is the color of the last object to collide with the gray sphere?,1,1.0
3434,What is the material of the object to collide with the metal cube?,1,1.0
3435,What shape is the object to collide with the metal cube?,1,1.0
3436,What shape is the stationary object when the video ends?,1,1.0
3437,What is the shape of the object that is moving when the video begins?,1,1.0
3438,Are there any yellow objects that exit the scene after the cylinder enters the scene?,1,1.0
3439,How many collisions happen?,0,0.0
3440,How many metal objects exit the scene?,1,1.0
3441,Are there any moving red objects?,1,1.0
3442,How many cylinders are moving when the video ends?,1,1.0
3443,How many rubber objects are moving when the video begins?,1,1.0
3444,What shape is the object that enters the scene?,1,1.0
3445,What is the color of the object that enters the scene?,0,0.0
3446,What shape is the first object to collide with the yellow cylinder?,1,1.0
3447,What is the shape of the moving rubber object when the red cylinder enters the scene?,1,1.0
3448,What material is the cylinder that is stationary when the red cylinder enters the scene?,1,1.0
3449,Are there any cyan spheres that exit the scene after the red object enters the scene?,1,1.0
3450,How many rubber cylinders enter the scene?,1,1.0
3451,How many rubber spheres exit the scene after the red object enters the scene?,1,1.0
3452,Are there any moving red objects?,1,1.0
3453,How many objects are stationary when the sphere enters the scene?,1,1.0
3454,How many stationary brown objects are there when the video begins?,1,1.0
3455,What is the color of the first object to collide with the yellow object?,1,1.0
3456,What is the material of the first object to collide with the gray cylinder?,0,0.0
3457,What is the material of the last object to collide with the gray object?,0,0.0
3458,What is the color of the moving rubber cylinder?,1,1.0
3459,What color is the object that is moving when the video begins?,1,1.0
3460,Are there any metal objects that enter the scene after the sphere enters the scene?,1,1.0
3461,How many brown cylinders enter the scene after the sphere enters the scene?,1,1.0
3462,How many collisions happen after the sphere enters the scene?,1,1.0
3463,Are there any stationary blue objects?,1,1.0
3464,How many purple objects are moving?,1,1.0
3465,How many purple objects are stationary when the video begins?,1,1.0
3466,What is the material of the object to collide with the purple sphere?,1,1.0
3467,What material is the first object to collide with the gray cube?,0,0.0
3468,What is the shape of the last object to collide with the gray cube?,1,1.0
3469,What shape is the moving object when the video begins?,1,1.0
3470,What is the color of the object that is moving when the video begins?,1,1.0
3471,Are there any spheres that enter the scene after the gray cube enters the scene?,1,1.0
3472,How many gray objects enter the scene before the purple cube enters the scene?,1,1.0
3473,How many green spheres exit the scene after the gray cube enters the scene?,1,1.0
3474,Are there any stationary red objects when the video ends?,1,1.0
3475,How many objects are stationary when the blue object enters the scene?,1,1.0
3476,How many objects are moving?,0,0.0
3477,What is the material of the object to collide with the blue cube?,1,1.0
3478,What is the color of the object to collide with the rubber sphere?,1,1.0
3479,What is the shape of the object to collide with the blue cube?,1,1.0
3480,What shape is the stationary object when the yellow object enters the scene?,1,1.0
3481,What shape is the stationary gray object when the video begins?,1,1.0
3482,Are there any metal cylinders that enter the scene?,1,1.0
3483,How many blue objects exit the scene after the yellow object enters the scene?,1,1.0
3484,How many gray spheres enter the scene before the yellow cylinder enters the scene?,1,1.0
3485,Are there any stationary objects when the gray object enters the scene?,0,0.0
3486,How many spheres are stationary when the metal object enters the scene?,1,1.0
3487,How many brown objects are moving when the video ends?,1,1.0
3488,What is the shape of the last object to collide with the cyan object?,1,1.0
3489,What shape is the object to collide with the rubber cylinder?,1,1.0
3490,What is the shape of the second object to collide with the cyan object?,0,0.0
3491,What shape is the stationary rubber object when the video ends?,1,1.0
3492,What shape is the stationary object when the video ends?,1,1.0
3493,Are there any cyan objects that enter the scene?,1,1.0
3494,How many collisions happen after the metal object enters the scene?,1,1.0
3495,How many brown cylinders enter the scene?,1,1.0
3496,Are there any moving cylinders?,1,1.0
3497,How many cyan objects are moving?,1,1.0
3498,How many rubber objects are stationary when the video begins?,1,1.0
3499,What material is the object to collide with the green sphere?,1,1.0
3500,What is the color of the first object to collide with the blue cube?,1,1.0
3501,What is the shape of the object to collide with the rubber cube?,1,1.0
3502,What is the shape of the moving rubber object when the video begins?,0,0.0
3503,What color is the metal object that is moving when the video begins?,1,1.0
3504,Are there any objects that enter the scene?,1,1.0
3505,How many rubber spheres enter the scene?,1,1.0
3506,How many collisions happen?,1,1.0
3507,Are there any stationary rubber objects when the rubber cylinder enters the scene?,1,1.0
3508,How many rubber objects are moving?,0,0.0
3509,How many stationary gray objects are there when the rubber sphere enters the scene?,1,1.0
3510,What shape is the last object that enters the scene?,1,1.0
3511,What color is the object to collide with the metal cube?,1,1.0
3512,What is the material of the first object that enters the scene?,1,1.0
3513,What shape is the rubber object that is stationary when the video begins?,1,1.0
3514,What color is the stationary rubber object when the rubber cylinder enters the scene?,1,1.0
3515,Are there any cubes that enter the scene before the rubber sphere enters the scene?,1,1.0
3516,How many collisions happen before the rubber sphere enters the scene?,1,1.0
3517,How many rubber cubes enter the scene after the rubber sphere enters the scene?,1,1.0
3518,Are there any stationary spheres when the gray object enters the scene?,1,1.0
3519,How many gray objects are moving when the rubber cube enters the scene?,1,1.0
3520,How many moving cylinders are there when the video ends?,1,1.0
3521,What is the material of the object to collide with the blue cylinder?,1,1.0
3522,What is the color of the last object that enters the scene?,1,1.0
3523,What is the material of the object to collide with the gray object?,1,1.0
3524,What color is the moving rubber object when the gray object enters the scene?,1,1.0
3525,What color is the stationary metal cylinder when the gray cylinder enters the scene?,1,1.0
3526,Are there any purple cubes that enter the scene?,1,1.0
3527,How many objects enter the scene?,1,1.0
3528,How many cubes enter the scene before the gray object enters the scene?,1,1.0
3529,Are there any stationary objects when the blue sphere exits the scene?,1,1.0
3530,How many metal objects are moving when the video ends?,0,0.0
3531,How many moving rubber objects are there when the video ends?,1,1.0
3532,What is the shape of the last object to collide with the green sphere?,1,1.0
3533,What is the shape of the last object to collide with the green object?,1,1.0
3534,What material is the last object to collide with the blue cube?,1,1.0
3535,What color is the moving object when the video begins?,1,1.0
3536,What is the shape of the object that is moving when the video begins?,1,1.0
3537,Are there collisions after the blue cube enters the scene?,1,1.0
3538,How many objects enter the scene?,1,1.0
3539,How many blue cubes enter the scene?,1,1.0
3540,Are there any moving purple objects when the video ends?,1,1.0
3541,How many cubes are moving when the video ends?,0,0.0
3542,How many metal objects are stationary when the blue metal cube enters the scene?,1,1.0
3543,What is the color of the last object to collide with the purple cube?,1,1.0
3544,What shape is the last object to collide with the purple cube?,1,1.0
3545,What is the color of the first object to collide with the purple object?,0,0.0
3546,What is the shape of the blue object that is moving when the video ends?,1,1.0
3547,What is the shape of the stationary rubber object when the video ends?,1,1.0
3548,Are there any gray spheres that enter the scene?,1,1.0
3549,How many red cylinders enter the scene?,1,1.0
3550,How many purple cubes enter the scene?,1,1.0
3551,Are there any stationary yellow objects when the video begins?,0,0.0
3552,How many moving spheres are there?,0,0.0
3553,How many yellow objects are moving when the video ends?,1,1.0
3554,What material is the first object to collide with the brown sphere?,0,0.0
3555,What is the shape of the first object to collide with the purple sphere?,0,0.0
3556,What is the material of the last object to collide with the yellow object?,1,1.0
3557,What is the color of the rubber object that is moving when the metal sphere enters the scene?,1,1.0
3558,What is the material of the stationary sphere when the video ends?,1,1.0
3559,Are there collisions after the purple sphere enters the scene?,1,1.0
3560,How many spheres enter the scene?,1,1.0
3561,How many purple objects enter the scene?,1,1.0
3562,Are there any moving cylinders when the video ends?,1,1.0
3563,How many spheres are moving when the video ends?,0,0.0
3564,How many moving spheres are there?,0,0.0
3565,What shape is the last object to collide with the brown sphere?,1,1.0
3566,What is the shape of the first object to collide with the green sphere?,1,1.0
3567,What material is the last object to collide with the green object?,1,1.0
3568,What shape is the metal object that is stationary when the blue object enters the scene?,1,1.0
3569,What is the shape of the object that is stationary when the blue object enters the scene?,1,1.0
3570,Are there any brown spheres that enter the scene before the blue object enters the scene?,1,1.0
3571,How many green objects enter the scene after the blue sphere enters the scene?,1,1.0
3572,How many collisions happen after the blue object enters the scene?,0,0.0
3573,Are there any stationary yellow objects when the video begins?,1,1.0
3574,How many stationary cubes are there when the video ends?,0,0.0
3575,How many rubber objects are moving?,1,1.0
3576,What is the shape of the last object to collide with the brown object?,1,1.0
3577,What is the material of the object to collide with the green cube?,1,1.0
3578,What is the color of the last object to collide with the brown object?,1,1.0
3579,What color is the moving rubber object when the video ends?,1,1.0
3580,What is the color of the stationary object?,1,1.0
3581,Are there any green cubes that exit the scene?,1,1.0
3582,How many rubber cubes exit the scene?,1,1.0
3583,How many collisions happen before the sphere enters the scene?,1,1.0
3584,Are there any stationary yellow objects when the video ends?,1,1.0
3585,How many objects are stationary when the blue sphere enters the scene?,1,1.0
3586,How many rubber objects are moving?,1,1.0
3587,What is the color of the first object to collide with the metal cylinder?,1,1.0
3588,What is the shape of the first object to collide with the purple cylinder?,1,1.0
3589,What material is the last object that enters the scene?,1,1.0
3590,What material is the stationary cylinder when the video begins?,1,1.0
3591,What is the color of the object that is stationary when the video begins?,1,1.0
3592,Are there any purple objects that enter the scene before the rubber sphere enters the scene?,1,1.0
3593,How many collisions happen?,1,1.0
3594,How many collisions happen after the metal cylinder enters the scene?,1,1.0
3595,Are there any stationary purple objects when the video ends?,1,1.0
3596,How many purple objects are stationary when the video begins?,1,1.0
3597,How many stationary green objects are there when the video begins?,1,1.0
3598,What color is the object to collide with the cyan cube?,1,1.0
3599,What material is the object that enters the scene?,1,1.0
3600,What shape is the object to collide with the cyan cube?,1,1.0
3601,What is the color of the cube that is stationary when the video begins?,0,0.0
3602,What is the material of the purple object that is stationary when the video ends?,1,1.0
3603,Are there collisions before the cyan sphere enters the scene?,1,1.0
3604,How many cyan spheres enter the scene?,1,1.0
3605,How many spheres enter the scene?,1,1.0
3606,Are there any moving green objects when the video ends?,1,1.0
3607,How many rubber objects are moving when the video ends?,1,1.0
3608,How many moving yellow objects are there when the green cylinder enters the scene?,1,1.0
3609,What material is the object to collide with the rubber cylinder?,1,1.0
3610,What is the material of the last object that enters the scene?,1,1.0
3611,What color is the first object that enters the scene?,1,1.0
3612,What is the material of the stationary object when the video begins?,1,1.0
3613,What is the shape of the metal object that is moving when the yellow cylinder enters the scene?,1,1.0
3614,Are there any green spheres that enter the scene?,1,1.0
3615,How many collisions happen after the yellow object enters the scene?,1,1.0
3616,How many cylinders enter the scene?,0,0.0
3617,Are there any stationary rubber objects when the video begins?,1,1.0
3618,How many stationary cylinders are there when the purple sphere enters the scene?,1,1.0
3619,How many cubes are moving?,1,1.0
3620,What color is the last object that enters the scene?,0,0.0
3621,What color is the last object to collide with the cyan cylinder?,1,1.0
3622,What shape is the last object to collide with the rubber cylinder?,1,1.0
3623,What is the shape of the cyan object that is moving when the purple sphere enters the scene?,1,1.0
3624,What material is the cyan object that is stationary when the purple sphere enters the scene?,1,1.0
3625,Are there any cylinders that enter the scene before the purple sphere enters the scene?,1,1.0
3626,How many yellow objects enter the scene after the purple sphere enters the scene?,1,1.0
3627,How many collisions happen after the rubber cylinder enters the scene?,0,0.0
3628,Are there any stationary metal objects when the blue object enters the scene?,1,1.0
3629,How many purple objects are stationary when the video begins?,1,1.0
3630,How many stationary cylinders are there when the video ends?,1,1.0
3631,What is the material of the object to collide with the cube?,1,1.0
3632,What is the shape of the first object to collide with the gray sphere?,1,1.0
3633,What material is the object to collide with the metal cube?,1,1.0
3634,What material is the moving object when the video begins?,1,1.0
3635,What is the color of the stationary object when the blue cylinder enters the scene?,0,0.0
3636,Are there any blue objects that enter the scene?,1,1.0
3637,How many blue objects enter the scene after the cube enters the scene?,1,1.0
3638,How many yellow objects exit the scene?,1,1.0
3639,Are there any stationary rubber objects?,1,1.0
3640,How many yellow objects are moving when the brown object enters the scene?,1,1.0
3641,How many objects are stationary when the brown cube enters the scene?,1,1.0
3642,What is the shape of the first object to collide with the yellow object?,1,1.0
3643,What is the material of the first object to collide with the green object?,1,1.0
3644,What is the color of the last object to collide with the yellow sphere?,1,1.0
3645,What shape is the object that is stationary when the video begins?,1,1.0
3646,What is the material of the stationary cube when the sphere enters the scene?,1,1.0
3647,Are there any green objects that enter the scene?,1,1.0
3648,How many collisions happen?,1,1.0
3649,How many objects enter the scene?,0,0.0
3650,Are there any moving rubber objects when the video ends?,1,1.0
3651,How many moving rubber objects are there when the video ends?,1,1.0
3652,How many moving objects are there when the video ends?,0,0.0
3653,What shape is the object that exits the scene?,1,1.0
3654,What material is the first object to collide with the metal sphere?,1,1.0
3655,What is the color of the first object to collide with the purple sphere?,0,0.0
3656,What is the color of the cube that is stationary when the video begins?,1,1.0
3657,What color is the cube that is stationary when the green cube enters the scene?,1,1.0
3658,Are there any cylinders that exit the scene after the purple cube enters the scene?,1,1.0
3659,How many collisions happen?,1,1.0
3660,How many green objects enter the scene before the purple cube enters the scene?,1,1.0
3661,Are there any stationary metal objects?,1,1.0
3662,How many metal objects are moving?,0,0.0
3663,How many cubes are moving?,0,0.0
3664,What material is the first object that enters the scene?,1,1.0
3665,What is the material of the object to collide with the gray object?,1,1.0
3666,What is the shape of the last object to collide with the cylinder?,1,1.0
3667,What shape is the object that is stationary when the video begins?,1,1.0
3668,What is the material of the stationary object when the video ends?,1,1.0
3669,Are there any metal cubes that enter the scene?,1,1.0
3670,How many cylinders enter the scene?,1,1.0
3671,How many gray cubes enter the scene before the brown object enters the scene?,1,1.0
3672,Are there any moving brown objects when the cube enters the scene?,1,1.0
3673,How many stationary brown objects are there when the gray sphere enters the scene?,1,1.0
3674,How many moving gray objects are there when the video ends?,1,1.0
3675,What is the material of the last object to collide with the metal cylinder?,1,1.0
3676,What shape is the object to collide with the gray sphere?,1,1.0
3677,What color is the object to collide with the gray cube?,1,1.0
3678,What is the color of the moving sphere when the video begins?,1,1.0
3679,What shape is the object that is moving when the video begins?,1,1.0
3680,Are there any metal objects that enter the scene before the gray sphere enters the scene?,1,1.0
3681,How many collisions happen?,1,1.0
3682,How many collisions happen after the cube enters the scene?,1,1.0
3683,Are there any stationary yellow objects?,1,1.0
3684,How many moving green objects are there when the brown object enters the scene?,1,1.0
3685,How many objects are stationary when the brown cylinder enters the scene?,1,1.0
3686,What color is the object to collide with the brown cylinder?,1,1.0
3687,What is the color of the first object that enters the scene?,0,0.0
3688,What is the color of the object to collide with the green cylinder?,1,1.0
3689,What shape is the moving metal object when the video begins?,1,1.0
3690,What color is the rubber object that is moving?,1,1.0
3691,Are there any rubber cubes that enter the scene before the green cylinder enters the scene?,1,1.0
3692,How many collisions happen?,1,1.0
3693,How many collisions happen after the brown object enters the scene?,1,1.0
3694,Are there any moving yellow objects when the gray sphere enters the scene?,1,1.0
3695,How many objects are moving?,0,0.0
3696,How many stationary blue objects are there when the cube enters the scene?,1,1.0
3697,What color is the first object to collide with the blue sphere?,0,0.0
3698,What is the color of the object to collide with the metal object?,1,1.0
3699,What shape is the first object that enters the scene?,0,0.0
3700,What material is the sphere that is stationary?,1,1.0
3701,What material is the yellow object that is moving when the cube enters the scene?,1,1.0
3702,Are there any red objects that enter the scene before the gray object enters the scene?,1,1.0
3703,How many objects enter the scene?,1,1.0
3704,How many red cubes enter the scene?,1,1.0
3705,Are there any moving gray objects when the red object enters the scene?,1,1.0
3706,How many objects are moving when the metal sphere exits the scene?,0,0.0
3707,How many moving metal objects are there when the video ends?,1,1.0
3708,What color is the object to collide with the brown cube?,1,1.0
3709,What shape is the object to collide with the brown sphere?,1,1.0
3710,What shape is the object to collide with the metal object?,1,1.0
3711,What is the material of the stationary cube when the video ends?,1,1.0
3712,What color is the moving rubber cube when the video ends?,1,1.0
3713,Are there any brown spheres that enter the scene after the red object enters the scene?,0,0.0
3714,How many collisions happen before the metal sphere exits the scene?,1,1.0
3715,How many collisions happen?,0,0.0
3716,Are there any moving gray objects when the video begins?,1,1.0
3717,How many moving cylinders are there when the green cube enters the scene?,1,1.0
3718,How many moving metal objects are there?,1,1.0
3719,What is the shape of the object that enters the scene?,1,1.0
3720,What is the material of the object to collide with the rubber cube?,1,1.0
3721,What is the material of the object to collide with the gray cube?,1,1.0
3722,What material is the yellow object that is stationary when the video ends?,0,0.0
3723,What shape is the moving yellow object when the video ends?,1,1.0
3724,Are there any metal cylinders that enter the scene?,1,1.0
3725,How many cylinders enter the scene?,1,1.0
3726,How many metal objects enter the scene?,1,1.0
3727,Are there any stationary metal objects when the video begins?,1,1.0
3728,How many moving spheres are there?,1,1.0
3729,How many spheres are stationary when the video begins?,1,1.0
3730,What color is the object to collide with the cylinder?,1,1.0
3731,What is the material of the object to collide with the cylinder?,1,1.0
