row_idx,question_id,frames_dir,n_frames,correct,raw_score,category,prompt,src_idx_image
847,video_10744_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10744,8,0,0.0,descriptive,Are there any stationary objects when the cyan sphere enters the scene?,3585
848,video_10744_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10744,8,1,1.0,descriptive,How many moving cubes are there when the cyan object enters the scene?,6928
849,video_10744_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10744,8,1,1.0,descriptive,How many metal objects are moving when the cyan object enters the scene?,3957
850,video_10744_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10744,8,1,1.0,descriptive,What is the shape of the first object to collide with the green sphere?,6985
851,video_10744_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10744,8,1,1.0,descriptive,What is the color of the last object to collide with the green sphere?,2291
852,video_10744_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10744,8,1,1.0,descriptive,What is the material of the first object to collide with the green sphere?,2273
853,video_10744_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10744,8,1,1.0,descriptive,What material is the moving sphere when the green sphere exits the scene?,3341
854,video_10744_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10744,8,1,1.0,descriptive,What shape is the moving rubber object when the green sphere exits the scene?,6192
855,video_10744_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10744,8,1,1.0,descriptive,Are there any rubber spheres that exit the scene?,2741
856,video_10744_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10744,8,1,1.0,descriptive,How many collisions happen before the cyan object enters the scene?,3705
857,video_10744_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10744,8,1,1.0,descriptive,How many green objects exit the scene after the cyan object enters the scene?,7504
858,video_10756_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10756,8,1,1.0,descriptive,Are there any moving metal objects when the video begins?,2783
859,video_10756_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10756,8,1,1.0,descriptive,How many moving rubber objects are there?,6723
860,video_10756_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10756,8,1,1.0,descriptive,How many moving metal objects are there?,2098
861,video_10756_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10756,8,1,1.0,descriptive,What is the color of the first object to collide with the purple cylinder?,1163
862,video_10756_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10756,8,1,1.0,descriptive,What color is the last object to collide with the purple cylinder?,7216
863,video_10756_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10756,8,1,1.0,descriptive,What material is the last object to collide with the metal cylinder?,1384
864,video_10756_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10756,8,1,1.0,descriptive,What is the material of the purple object that is stationary?,7162
865,video_10756_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10756,8,1,1.0,descriptive,What color is the moving metal sphere when the video begins?,6905
866,video_10756_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10756,8,1,1.0,descriptive,Are there any metal spheres that enter the scene?,2980
867,video_10756_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10756,8,1,1.0,descriptive,How many blue objects enter the scene?,2664
868,video_10756_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10756,8,1,1.0,descriptive,How many objects enter the scene?,416
869,video_10759_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10759,8,1,1.0,descriptive,Are there any stationary spheres when the video ends?,7586
870,video_10759_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10759,8,0,0.0,descriptive,How many stationary objects are there when the blue sphere enters the scene?,7042
871,video_10759_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10759,8,1,1.0,descriptive,How many moving rubber objects are there?,5701
872,video_10759_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10759,8,1,1.0,descriptive,What is the shape of the first object to collide with the cylinder?,6303
873,video_10759_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10759,8,1,1.0,descriptive,What color is the first object to collide with the metal cylinder?,5072
874,video_10759_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10759,8,1,1.0,descriptive,What is the material of the last object to collide with the brown object?,1364
875,video_10759_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10759,8,1,1.0,descriptive,What shape is the green object that is stationary when the video begins?,82
876,video_10759_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10759,8,1,1.0,descriptive,What color is the stationary object when the video begins?,719
877,video_10759_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10759,8,1,1.0,descriptive,Are there any metal cylinders that exit the scene?,115
878,video_10759_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10759,8,1,1.0,descriptive,How many green objects enter the scene after the rubber sphere enters the scene?,6130
879,video_10759_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10759,8,1,1.0,descriptive,How many spheres enter the scene?,1641
880,video_10764_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10764,8,1,1.0,descriptive,Are there any stationary purple objects when the red object enters the scene?,6708
881,video_10764_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10764,8,1,1.0,descriptive,How many cubes are stationary when the video begins?,1535
882,video_10764_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10764,8,1,1.0,descriptive,How many spheres are moving?,6811
883,video_10764_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10764,8,1,1.0,descriptive,What shape is the last object to collide with the red object?,6053
884,video_10764_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10764,8,1,1.0,descriptive,What material is the last object to collide with the rubber cube?,3227
885,video_10764_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10764,8,0,0.0,descriptive,What shape is the last object to collide with the cyan object?,7499
886,video_10764_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10764,8,1,1.0,descriptive,What is the color of the rubber object that is stationary when the video begins?,6205
887,video_10764_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10764,8,1,1.0,descriptive,What material is the stationary purple object when the video begins?,4311
888,video_10764_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10764,8,1,1.0,descriptive,Are there any metal cubes that exit the scene after the red object enters the scene?,1717
889,video_10764_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10764,8,1,1.0,descriptive,How many cubes enter the scene?,6984
890,video_10764_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10764,8,1,1.0,descriptive,How many objects enter the scene?,7373
891,video_10765_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10765,8,0,0.0,descriptive,Are there any stationary blue objects when the video ends?,3800
892,video_10765_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10765,8,1,1.0,descriptive,How many moving objects are there when the video ends?,6864
893,video_10765_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10765,8,1,1.0,descriptive,How many moving gray objects are there when the cylinder enters the scene?,3460
894,video_10765_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10765,8,1,1.0,descriptive,What is the shape of the first object that enters the scene?,4960
895,video_10765_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10765,8,1,1.0,descriptive,What is the material of the object to collide with the cylinder?,6306
896,video_10765_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10765,8,1,1.0,descriptive,What color is the object to collide with the rubber cylinder?,1280
897,video_10765_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10765,8,1,1.0,descriptive,What color is the metal object that is moving when the video ends?,2129
898,video_10765_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10765,8,0,0.0,descriptive,What is the color of the moving metal sphere when the cylinder enters the scene?,3515
899,video_10765_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10765,8,1,1.0,descriptive,Are there any metal objects that exit the scene after the cylinder enters the scene?,419
900,video_10765_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10765,8,1,1.0,descriptive,How many blue objects enter the scene after the rubber sphere enters the scene?,697
901,video_10765_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10765,8,1,1.0,descriptive,How many spheres enter the scene?,3100
902,video_10767_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10767,8,1,1.0,descriptive,Are there any stationary gray objects?,4577
903,video_10767_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10767,8,1,1.0,descriptive,How many moving cylinders are there when the video ends?,1010
904,video_10767_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10767,8,1,1.0,descriptive,How many moving spheres are there?,6266
905,video_10767_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10767,8,1,1.0,descriptive,What is the material of the object that enters the scene?,1032
906,video_10767_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10767,8,1,1.0,descriptive,What is the material of the object to collide with the purple cube?,5425
907,video_10767_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10767,8,1,1.0,descriptive,What is the shape of the object to collide with the purple cube?,1624
908,video_10767_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10767,8,1,1.0,descriptive,What is the color of the stationary cylinder when the video begins?,1493
909,video_10767_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10767,8,1,1.0,descriptive,What is the color of the stationary metal cylinder when the rubber cylinder enters the scene?,6202
910,video_10767_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10767,8,1,1.0,descriptive,Are there any rubber objects that enter the scene?,6019
911,video_10767_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10767,8,1,1.0,descriptive,How many blue objects exit the scene?,70
912,video_10767_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10767,8,1,1.0,descriptive,How many brown objects exit the scene?,5863
913,video_10772_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10772,8,1,1.0,descriptive,Are there any moving blue objects when the rubber cylinder enters the scene?,6821
914,video_10772_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10772,8,1,1.0,descriptive,How many cubes are stationary when the video ends?,7443
915,video_10772_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10772,8,1,1.0,descriptive,How many moving rubber objects are there?,2761
916,video_10772_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10772,8,1,1.0,descriptive,What color is the last object to collide with the green cylinder?,5036
917,video_10772_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10772,8,1,1.0,descriptive,What is the color of the last object that enters the scene?,6279
918,video_10772_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10772,8,1,1.0,descriptive,What is the color of the object to collide with the gray cylinder?,4567
919,video_10772_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10772,8,1,1.0,descriptive,What color is the object that is stationary?,5773
920,video_10772_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10772,8,1,1.0,descriptive,What is the material of the moving cylinder when the video ends?,4066
921,video_10772_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10772,8,1,1.0,descriptive,Are there any cubes that enter the scene?,4692
922,video_10772_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10772,8,1,1.0,descriptive,How many metal cylinders exit the scene after the rubber object enters the scene?,5108
923,video_10772_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10772,8,1,1.0,descriptive,How many blue objects enter the scene after the sphere enters the scene?,1791
924,video_10792_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10792,8,0,0.0,descriptive,Are there any moving cubes when the video begins?,1647
925,video_10792_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10792,8,1,1.0,descriptive,How many moving cylinders are there?,31
926,video_10792_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10792,8,1,1.0,descriptive,How many moving spheres are there when the video ends?,84
927,video_10792_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10792,8,1,1.0,descriptive,What is the material of the last object that enters the scene?,6936
928,video_10792_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10792,8,1,1.0,descriptive,What is the material of the first object to collide with the red cube?,7208
929,video_10792_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10792,8,1,1.0,descriptive,What is the color of the last object to collide with the cube?,106
930,video_10792_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10792,8,0,0.0,descriptive,What shape is the object that is moving when the video begins?,6418
931,video_10792_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10792,8,1,1.0,descriptive,What is the material of the object that is moving when the video begins?,5270
932,video_10792_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10792,8,1,1.0,descriptive,Are there any blue objects that enter the scene before the red sphere enters the scene?,819
933,video_10792_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10792,8,1,1.0,descriptive,How many purple spheres enter the scene?,6064
934,video_10792_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10792,8,1,1.0,descriptive,How many rubber objects enter the scene before the metal sphere enters the scene?,6475
935,video_10794_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10794,8,1,1.0,descriptive,Are there any moving rubber objects when the green object exits the scene?,628
936,video_10794_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10794,8,1,1.0,descriptive,How many objects are moving when the video ends?,4078
937,video_10794_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10794,8,1,1.0,descriptive,How many moving rubber objects are there when the video ends?,3391
938,video_10794_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10794,8,1,1.0,descriptive,What shape is the last object to collide with the sphere?,1759
939,video_10794_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10794,8,1,1.0,descriptive,What shape is the first object to collide with the blue sphere?,7288
940,video_10794_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10794,8,1,1.0,descriptive,What is the shape of the last object to collide with the blue sphere?,6501
941,video_10794_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10794,8,1,1.0,descriptive,What shape is the moving object when the video ends?,7019
942,video_10794_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10794,8,1,1.0,descriptive,What is the material of the stationary cylinder when the video ends?,880
943,video_10794_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10794,8,1,1.0,descriptive,Are there any cylinders that exit the scene?,1244
944,video_10794_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10794,8,1,1.0,descriptive,How many collisions happen?,181
945,video_10794_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10794,8,1,1.0,descriptive,How many metal objects enter the scene before the green object exits the scene?,2663
946,video_10802_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10802,8,1,1.0,descriptive,Are there any stationary yellow objects when the video begins?,4518
947,video_10802_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10802,8,1,1.0,descriptive,How many moving spheres are there when the video ends?,2160
948,video_10802_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10802,8,0,0.0,descriptive,How many moving metal objects are there?,3455
949,video_10802_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10802,8,1,1.0,descriptive,What is the color of the last object that enters the scene?,3042
950,video_10802_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10802,8,0,0.0,descriptive,What is the shape of the last object to collide with the metal sphere?,5810
951,video_10802_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10802,8,1,1.0,descriptive,What is the shape of the last object that enters the scene?,1069
952,video_10802_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10802,8,1,1.0,descriptive,What is the material of the stationary cube when the blue object enters the scene?,3646
953,video_10802_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10802,8,1,1.0,descriptive,What material is the red object that is stationary when the video begins?,6543
954,video_10802_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10802,8,1,1.0,descriptive,Are there any metal cylinders that exit the scene?,5437
955,video_10802_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10802,8,1,1.0,descriptive,How many objects enter the scene?,5939
956,video_10802_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10802,8,1,1.0,descriptive,How many rubber spheres enter the scene before the red cube enters the scene?,3248
957,video_10806_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10806,8,1,1.0,descriptive,Are there any stationary purple objects when the video ends?,7018
958,video_10806_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10806,8,1,1.0,descriptive,How many metal objects are stationary when the rubber object enters the scene?,7041
959,video_10806_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10806,8,1,1.0,descriptive,How many moving cubes are there?,5231
960,video_10806_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10806,8,1,1.0,descriptive,What color is the last object to collide with the red sphere?,6240
961,video_10806_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10806,8,1,1.0,descriptive,What color is the object to collide with the brown cylinder?,4015
962,video_10806_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10806,8,0,0.0,descriptive,What is the material of the first object to collide with the red sphere?,324
963,video_10806_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10806,8,1,1.0,descriptive,What is the color of the cylinder that is stationary when the green cylinder enters the scene?,2434
964,video_10806_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10806,8,1,1.0,descriptive,What material is the stationary sphere when the video ends?,2874
965,video_10806_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10806,8,1,1.0,descriptive,Are there collisions after the brown sphere enters the scene?,3280
966,video_10806_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10806,8,1,1.0,descriptive,How many collisions happen after the brown sphere enters the scene?,6221
967,video_10806_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10806,8,1,1.0,descriptive,How many metal spheres exit the scene after the brown sphere enters the scene?,2516
968,video_10819_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10819,8,1,1.0,descriptive,Are there any moving cubes when the cyan cylinder enters the scene?,5717
969,video_10819_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10819,8,1,1.0,descriptive,How many objects are stationary when the cyan object enters the scene?,433
970,video_10819_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10819,8,1,1.0,descriptive,How many metal objects are stationary when the yellow sphere enters the scene?,6280
971,video_10819_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10819,8,1,1.0,descriptive,What material is the last object to collide with the cyan object?,6003
972,video_10819_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10819,8,0,0.0,descriptive,What material is the first object that enters the scene?,1220
973,video_10819_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10819,8,1,1.0,descriptive,What color is the last object to collide with the cyan cylinder?,2514
974,video_10819_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10819,8,1,1.0,descriptive,What is the color of the stationary sphere when the video ends?,2907
975,video_10819_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10819,8,1,1.0,descriptive,What material is the sphere that is stationary when the video begins?,810
976,video_10819_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10819,8,1,1.0,descriptive,Are there any metal spheres that enter the scene?,5405
977,video_10819_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10819,8,1,1.0,descriptive,How many yellow cylinders exit the scene?,1354
978,video_10819_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10819,8,1,1.0,descriptive,How many green objects exit the scene after the cyan object enters the scene?,4193
979,video_10827_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10827,8,1,1.0,descriptive,Are there any stationary green objects when the video begins?,5634
980,video_10827_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10827,8,1,1.0,descriptive,How many objects are moving?,2247
981,video_10827_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10827,8,1,1.0,descriptive,How many cylinders are moving?,16
982,video_10827_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10827,8,1,1.0,descriptive,What color is the object to collide with the purple object?,4789
983,video_10827_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10827,8,1,1.0,descriptive,What shape is the object to collide with the red cylinder?,802
984,video_10827_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10827,8,1,1.0,descriptive,What is the material of the second object that enters the scene?,2146
985,video_10827_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10827,8,1,1.0,descriptive,What shape is the stationary object when the video begins?,6235
986,video_10827_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10827,8,1,1.0,descriptive,What shape is the stationary metal object when the red cylinder enters the scene?,2398
987,video_10827_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10827,8,1,1.0,descriptive,Are there any rubber spheres that enter the scene before the purple cylinder enters the scene?,2362
988,video_10827_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10827,8,1,1.0,descriptive,How many collisions happen after the purple cylinder enters the scene?,6495
989,video_10827_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10827,8,0,0.0,descriptive,How many objects enter the scene?,1388
990,video_10837_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10837,8,1,1.0,descriptive,Are there any stationary gray objects when the brown object enters the scene?,148
991,video_10837_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10837,8,1,1.0,descriptive,How many moving green objects are there when the brown object enters the scene?,4409
992,video_10837_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10837,8,1,1.0,descriptive,How many metal objects are stationary when the cylinder enters the scene?,696
993,video_10837_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10837,8,1,1.0,descriptive,What shape is the last object that enters the scene?,2603
994,video_10837_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10837,8,1,1.0,descriptive,What is the color of the last object that enters the scene?,4477
995,video_10837_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10837,8,1,1.0,descriptive,What is the shape of the object to collide with the cyan cylinder?,4771
996,video_10837_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10837,8,1,1.0,descriptive,What is the shape of the moving object when the video begins?,3493
997,video_10837_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10837,8,1,1.0,descriptive,What is the material of the stationary cube when the video ends?,3137
998,video_10837_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10837,8,1,1.0,descriptive,Are there any cyan objects that enter the scene before the brown object enters the scene?,4732
999,video_10837_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10837,8,1,1.0,descriptive,How many cubes enter the scene?,5426
1000,video_10837_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10837,8,1,1.0,descriptive,How many cylinders enter the scene before the brown object enters the scene?,5540
1001,video_10839_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10839,8,1,1.0,descriptive,Are there any stationary cylinders when the green cylinder enters the scene?,5133
1002,video_10839_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10839,8,1,1.0,descriptive,How many objects are stationary when the brown object enters the scene?,6878
1003,video_10839_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10839,8,1,1.0,descriptive,How many metal objects are stationary when the video begins?,7375
1004,video_10839_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10839,8,1,1.0,descriptive,What is the shape of the first object to collide with the cyan object?,1715
1005,video_10839_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10839,8,0,0.0,descriptive,What color is the second object to collide with the rubber sphere?,4570
1006,video_10839_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10839,8,1,1.0,descriptive,What shape is the last object that enters the scene?,232
1007,video_10839_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10839,8,1,1.0,descriptive,What shape is the metal object that is stationary when the cyan object enters the scene?,3105
1008,video_10839_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10839,8,1,1.0,descriptive,What is the color of the moving metal object when the video ends?,7628
1009,video_10839_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_10000-11000/video_10839,8,1,1.0,descriptive,Are there any rubber cylinders that enter the scene?,2254
