row_idx,question,correct,image_path
1950,What material is the second object to collide with the sphere?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11728/concat.jpg
1951,What is the color of the object to collide with the purple object?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11728/concat.jpg
1952,What is the color of the object to collide with the metal cylinder?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11728/concat.jpg
1953,What is the material of the moving cylinder when the cube enters the scene?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11728/concat.jpg
1954,What is the shape of the stationary metal object when the video begins?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11728/concat.jpg
1955,Are there any metal cylinders that enter the scene before the cube enters the scene?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11728/concat.jpg
1956,How many metal spheres enter the scene after the cube enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11728/concat.jpg
1957,How many rubber objects enter the scene?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11728/concat.jpg
1958,Are there any stationary cylinders?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11735/concat.jpg
1959,How many cubes are stationary when the video begins?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11735/concat.jpg
1960,How many stationary purple objects are there?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11735/concat.jpg
1961,What is the color of the object to collide with the cyan cube?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11735/concat.jpg
1962,What is the color of the first object to collide with the yellow object?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11735/concat.jpg
1963,What color is the object that enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11735/concat.jpg
1964,What color is the metal cube that is moving?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11735/concat.jpg
1965,What material is the moving cube when the video ends?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11735/concat.jpg
1966,Are there any cylinders that enter the scene?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11735/concat.jpg
1967,How many collisions happen?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11735/concat.jpg
1968,How many rubber cubes exit the scene after the cyan object enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11735/concat.jpg
1969,Are there any moving blue objects when the video ends?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11741/concat.jpg
1970,How many moving cylinders are there?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11741/concat.jpg
1971,How many stationary rubber objects are there when the green cylinder enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11741/concat.jpg
1972,What is the material of the last object to collide with the purple object?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11741/concat.jpg
1973,What shape is the last object that enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11741/concat.jpg
1974,What is the shape of the second object that enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11741/concat.jpg
1975,What is the material of the cylinder that is stationary when the green object enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11741/concat.jpg
1976,What is the color of the object that is stationary?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11741/concat.jpg
1977,Are there any rubber cubes that exit the scene after the metal cylinder enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11741/concat.jpg
1978,How many collisions happen?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11741/concat.jpg
1979,How many rubber cylinders enter the scene before the blue object enters the scene?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11741/concat.jpg
1980,Are there any moving spheres when the video begins?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11746/concat.jpg
1981,How many spheres are moving?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11746/concat.jpg
1982,How many objects are moving when the video ends?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11746/concat.jpg
1983,What color is the first object to collide with the green object?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11746/concat.jpg
1984,What color is the last object to collide with the green object?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11746/concat.jpg
1985,What is the shape of the last object to collide with the green object?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11746/concat.jpg
1986,What color is the moving rubber object when the cyan object exits the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11746/concat.jpg
1987,What shape is the object that is moving when the cyan sphere exits the scene?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11746/concat.jpg
1988,Are there any rubber spheres that enter the scene after the cyan sphere exits the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11746/concat.jpg
1989,How many cyan spheres exit the scene before the blue sphere enters the scene?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11746/concat.jpg
1990,How many collisions happen before the cyan object exits the scene?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11746/concat.jpg
1991,Are there any moving metal objects when the video begins?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11750/concat.jpg
1992,How many objects are stationary?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11750/concat.jpg
1993,How many stationary spheres are there when the cylinder enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11750/concat.jpg
1994,What material is the first object to collide with the brown sphere?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11750/concat.jpg
1995,What is the color of the last object to collide with the brown object?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11750/concat.jpg
1996,What color is the last object that enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11750/concat.jpg
1997,What shape is the metal object that is moving when the blue object enters the scene?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11750/concat.jpg
1998,What is the shape of the object that is stationary when the cylinder enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11750/concat.jpg
1999,Are there any metal cylinders that enter the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11750/concat.jpg
2000,How many collisions happen?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11750/concat.jpg
2001,How many brown objects enter the scene before the blue sphere enters the scene?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11750/concat.jpg
2002,Are there any moving rubber objects when the red metal cylinder enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11751/concat.jpg
2003,How many moving red objects are there?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11751/concat.jpg
2004,How many metal objects are moving when the video begins?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11751/concat.jpg
2005,What is the material of the last object to collide with the gray cylinder?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11751/concat.jpg
2006,What material is the last object that enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11751/concat.jpg
2007,What is the shape of the last object that enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11751/concat.jpg
2008,What is the material of the stationary object when the green object enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11751/concat.jpg
2009,What is the shape of the rubber object that is stationary when the video begins?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11751/concat.jpg
2010,Are there collisions before the red metal object enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11751/concat.jpg
2011,How many red cylinders enter the scene?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11751/concat.jpg
2012,How many collisions happen?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11751/concat.jpg
2013,Are there any moving rubber objects when the video ends?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11755/concat.jpg
2014,How many rubber objects are moving?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11755/concat.jpg
2015,How many red objects are moving?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11755/concat.jpg
2016,What is the material of the last object to collide with the yellow sphere?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11755/concat.jpg
2017,What shape is the last object to collide with the yellow sphere?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11755/concat.jpg
2018,What shape is the last object to collide with the cyan object?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11755/concat.jpg
2019,What is the shape of the metal object that is stationary when the video ends?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11755/concat.jpg
2020,What is the shape of the green object that is moving when the video begins?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11755/concat.jpg
2021,Are there any rubber cylinders that enter the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11755/concat.jpg
2022,How many objects enter the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11755/concat.jpg
2023,How many metal objects enter the scene?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11755/concat.jpg
2024,Are there any stationary brown objects when the video ends?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11763/concat.jpg
2025,How many moving rubber objects are there?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11763/concat.jpg
2026,How many objects are moving when the video ends?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11763/concat.jpg
2027,What shape is the first object to collide with the gray object?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11763/concat.jpg
2028,What is the material of the second object to collide with the rubber sphere?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11763/concat.jpg
2029,What is the color of the first object to collide with the green cube?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11763/concat.jpg
2030,What is the color of the cylinder that is moving when the video begins?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11763/concat.jpg
2031,What shape is the metal object that is stationary when the video ends?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11763/concat.jpg
2032,Are there any rubber spheres that enter the scene before the metal cube enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11763/concat.jpg
2033,How many collisions happen after the cyan cube enters the scene?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11763/concat.jpg
2034,How many cyan cubes enter the scene after the sphere enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11763/concat.jpg
2035,Are there any stationary yellow objects when the brown object enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11783/concat.jpg
2036,How many moving objects are there when the video ends?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11783/concat.jpg
2037,How many stationary objects are there when the cyan object enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11783/concat.jpg
2038,What is the shape of the first object to collide with the brown object?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11783/concat.jpg
2039,What is the shape of the last object to collide with the green sphere?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11783/concat.jpg
2040,What color is the last object to collide with the green sphere?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11783/concat.jpg
2041,What material is the stationary object when the sphere enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11783/concat.jpg
2042,What shape is the stationary object?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11783/concat.jpg
2043,Are there any rubber spheres that exit the scene after the brown cube enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11783/concat.jpg
2044,How many cubes enter the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11783/concat.jpg
2045,How many rubber cubes enter the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11783/concat.jpg
2046,Are there any moving gray objects?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11791/concat.jpg
2047,How many objects are moving when the video ends?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11791/concat.jpg
2048,How many cylinders are stationary when the video ends?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11791/concat.jpg
2049,What shape is the first object to collide with the yellow cylinder?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11791/concat.jpg
2050,What is the shape of the object that enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11791/concat.jpg
2051,What is the color of the object that enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11791/concat.jpg
2052,What is the material of the blue object that is moving when the video begins?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11791/concat.jpg
2053,What material is the stationary sphere?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11791/concat.jpg
2054,Are there any cyan objects that enter the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11791/concat.jpg
2055,How many rubber objects enter the scene?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11791/concat.jpg
2056,How many collisions happen?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11791/concat.jpg
2057,Are there any moving purple objects?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11792/concat.jpg
2058,How many stationary cubes are there when the video begins?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11792/concat.jpg
2059,How many stationary cylinders are there?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11792/concat.jpg
2060,What shape is the last object that enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11792/concat.jpg
2061,What color is the last object that enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11792/concat.jpg
2062,What is the color of the object to collide with the red cylinder?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11792/concat.jpg
2063,What shape is the stationary gray object when the video begins?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11792/concat.jpg
2064,What color is the stationary cube when the video begins?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11792/concat.jpg
2065,Are there any gray cubes that enter the scene after the red object enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11792/concat.jpg
2066,How many objects enter the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11792/concat.jpg
2067,How many collisions happen after the metal cube enters the scene?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11792/concat.jpg
2068,Are there any moving rubber objects when the video ends?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11796/concat.jpg
2069,How many rubber objects are moving when the green cylinder enters the scene?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11796/concat.jpg
2070,How many moving metal objects are there when the yellow cube enters the scene?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11796/concat.jpg
2071,What is the color of the first object to collide with the purple cylinder?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11796/concat.jpg
2072,What is the shape of the second object that enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11796/concat.jpg
2073,What color is the object to collide with the green object?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11796/concat.jpg
2074,What shape is the object that is stationary when the video begins?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11796/concat.jpg
2075,What shape is the object that is stationary when the rubber cube enters the scene?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11796/concat.jpg
2076,Are there any yellow cubes that enter the scene after the green object enters the scene?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11796/concat.jpg
2077,How many metal objects enter the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11796/concat.jpg
2078,How many collisions happen after the green cylinder enters the scene?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11796/concat.jpg
2079,Are there any stationary gray objects when the yellow cube enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11799/concat.jpg
2080,How many moving spheres are there when the video ends?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11799/concat.jpg
2081,How many green objects are moving?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11799/concat.jpg
2082,What color is the last object that enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11799/concat.jpg
2083,What color is the first object that enters the scene?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11799/concat.jpg
2084,What color is the last object to collide with the green sphere?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11799/concat.jpg
2085,What is the shape of the object that is stationary?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11799/concat.jpg
2086,What is the shape of the stationary rubber object?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11799/concat.jpg
2087,Are there any metal spheres that enter the scene before the cyan object enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11799/concat.jpg
2088,How many rubber spheres enter the scene before the yellow cube enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11799/concat.jpg
2089,How many collisions happen after the cyan object enters the scene?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11799/concat.jpg
2090,Are there any stationary red objects?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11804/concat.jpg
2091,How many spheres are moving?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11804/concat.jpg
2092,How many moving rubber objects are there when the video ends?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11804/concat.jpg
2093,What is the shape of the last object to collide with the red cylinder?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11804/concat.jpg
2094,What material is the last object to collide with the yellow cube?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11804/concat.jpg
2095,What is the material of the last object to collide with the red cylinder?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11804/concat.jpg
2096,What color is the cylinder that is stationary?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11804/concat.jpg
2097,What is the shape of the moving red object?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11804/concat.jpg
2098,Are there any metal cubes that exit the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11804/concat.jpg
2099,How many blue objects enter the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11804/concat.jpg
2100,How many collisions happen after the blue cylinder enters the scene?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11804/concat.jpg
2101,Are there any moving cubes when the green cylinder enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11805/concat.jpg
2102,How many rubber objects are moving?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11805/concat.jpg
2103,How many moving metal objects are there?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11805/concat.jpg
2104,What color is the last object to collide with the cyan cylinder?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11805/concat.jpg
2105,What is the shape of the first object to collide with the green cylinder?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11805/concat.jpg
2106,What shape is the last object to collide with the green cylinder?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11805/concat.jpg
2107,What color is the moving object when the video begins?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11805/concat.jpg
2108,What color is the moving cylinder when the video begins?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11805/concat.jpg
2109,Are there any gray objects that enter the scene after the green cylinder enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11805/concat.jpg
2110,How many collisions happen?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11805/concat.jpg
2111,How many green objects enter the scene before the gray object enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11805/concat.jpg
2112,Are there any stationary spheres when the video ends?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11822/concat.jpg
2113,How many objects are moving when the video ends?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11822/concat.jpg
2114,How many spheres are stationary when the video begins?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11822/concat.jpg
2115,What color is the last object that enters the scene?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11822/concat.jpg
2116,What is the shape of the first object to collide with the gray cube?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11822/concat.jpg
2117,What is the color of the first object to collide with the gray cube?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11822/concat.jpg
2118,What is the color of the stationary metal object when the rubber cylinder enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11822/concat.jpg
2119,What is the shape of the stationary metal object when the brown sphere enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11822/concat.jpg
2120,Are there any rubber cubes that exit the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11822/concat.jpg
2121,How many brown objects enter the scene after the purple object enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11822/concat.jpg
2122,How many green cylinders exit the scene after the brown cylinder enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11822/concat.jpg
2123,Are there any stationary cubes when the video begins?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11826/concat.jpg
2124,How many stationary objects are there when the red object enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11826/concat.jpg
2125,How many cubes are moving?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11826/concat.jpg
2126,What color is the last object to collide with the red object?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11826/concat.jpg
2127,What is the material of the last object to collide with the red cylinder?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11826/concat.jpg
2128,What material is the last object to collide with the red object?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11826/concat.jpg
2129,What is the material of the object that is stationary?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11826/concat.jpg
2130,What shape is the rubber object that is stationary when the video begins?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11826/concat.jpg
2131,Are there any spheres that enter the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11826/concat.jpg
2132,How many gray spheres enter the scene before the blue cylinder enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11826/concat.jpg
2133,How many red objects enter the scene before the blue object enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11826/concat.jpg
2134,Are there any moving red objects when the purple cube enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11828/concat.jpg
2135,How many stationary rubber objects are there when the purple object enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11828/concat.jpg
2136,How many cubes are moving when the video ends?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11828/concat.jpg
2137,What shape is the second object that enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11828/concat.jpg
2138,What is the color of the last object to collide with the green cube?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11828/concat.jpg
2139,What is the material of the object to collide with the rubber cylinder?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11828/concat.jpg
2140,What is the shape of the stationary rubber object when the video begins?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11828/concat.jpg
2141,What is the material of the stationary object when the video begins?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11828/concat.jpg
2142,Are there any metal cubes that enter the scene after the sphere enters the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11828/concat.jpg
2143,How many red objects enter the scene?,0,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11828/concat.jpg
2144,How many objects enter the scene?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11828/concat.jpg
2145,Are there any stationary red objects when the video ends?,1,/home/ievab2/run_models/concatenated_frames/concat_frames_8/video_11000-12000/video_11840/concat.jpg
