row_idx,question_id,frames_dir,n_frames,correct,raw_score,category,prompt
1531,video_11323_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11323,8,1,1.0,descriptive,How many stationary green objects are there?
1532,video_11323_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11323,8,1,1.0,descriptive,What is the color of the last object to collide with the purple cube?
1533,video_11323_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11323,8,1,1.0,descriptive,What is the material of the object to collide with the metal sphere?
1534,video_11323_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11323,8,1,1.0,descriptive,What color is the first object to collide with the purple object?
1535,video_11323_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11323,8,1,1.0,descriptive,What color is the metal object that is stationary when the video ends?
1536,video_11323_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11323,8,1,1.0,descriptive,What is the shape of the moving rubber object when the video ends?
1537,video_11323_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11323,8,1,1.0,descriptive,Are there any cylinders that exit the scene after the purple cube enters the scene?
1538,video_11323_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11323,8,1,1.0,descriptive,How many yellow cylinders exit the scene?
1539,video_11323_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11323,8,1,1.0,descriptive,How many yellow objects exit the scene?
1540,video_11331_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11331,8,0,0.0,descriptive,Are there any moving cubes when the video begins?
1541,video_11331_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11331,8,1,1.0,descriptive,How many cylinders are stationary when the video begins?
1542,video_11331_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11331,8,1,1.0,descriptive,How many rubber objects are moving?
1543,video_11331_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11331,8,1,1.0,descriptive,What is the shape of the object to collide with the yellow cylinder?
1544,video_11331_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11331,8,1,1.0,descriptive,What is the material of the second object to collide with the purple object?
1545,video_11331_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11331,8,1,1.0,descriptive,What is the color of the first object to collide with the purple object?
1546,video_11331_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11331,8,1,1.0,descriptive,What shape is the metal object that is stationary?
1547,video_11331_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11331,8,1,1.0,descriptive,What is the shape of the blue object that is moving when the video ends?
1548,video_11331_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11331,8,1,1.0,descriptive,Are there any green cubes that exit the scene?
1549,video_11331_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11331,8,1,1.0,descriptive,How many objects enter the scene?
1550,video_11331_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11331,8,1,1.0,descriptive,How many objects enter the scene before the cube exits the scene?
1551,video_11332_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11332,8,1,1.0,descriptive,Are there any moving rubber objects?
1552,video_11332_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11332,8,1,1.0,descriptive,How many cylinders are moving?
1553,video_11332_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11332,8,1,1.0,descriptive,How many moving objects are there when the video ends?
1554,video_11332_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11332,8,0,0.0,descriptive,What is the shape of the last object to collide with the yellow cube?
1555,video_11332_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11332,8,1,1.0,descriptive,What is the material of the second object that enters the scene?
1556,video_11332_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11332,8,1,1.0,descriptive,What is the material of the first object to collide with the yellow cube?
1557,video_11332_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11332,8,1,1.0,descriptive,What shape is the stationary metal object when the video begins?
1558,video_11332_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11332,8,1,1.0,descriptive,What is the color of the stationary metal cube when the video begins?
1559,video_11332_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11332,8,0,0.0,descriptive,Are there any blue cubes that enter the scene before the gray object enters the scene?
1560,video_11332_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11332,8,1,1.0,descriptive,How many rubber cylinders enter the scene after the blue cube enters the scene?
1561,video_11332_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11332,8,1,1.0,descriptive,How many rubber cylinders enter the scene before the blue object enters the scene?
1562,video_11338_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11338,8,1,1.0,descriptive,Are there any moving green objects when the video begins?
1563,video_11338_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11338,8,1,1.0,descriptive,How many moving red objects are there when the video ends?
1564,video_11338_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11338,8,1,1.0,descriptive,How many objects are moving when the video ends?
1565,video_11338_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11338,8,1,1.0,descriptive,What color is the last object that enters the scene?
1566,video_11338_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11338,8,0,0.0,descriptive,What shape is the first object that enters the scene?
1567,video_11338_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11338,8,1,1.0,descriptive,What is the color of the last object to collide with the cyan object?
1568,video_11338_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11338,8,1,1.0,descriptive,What is the material of the purple object that is moving when the cylinder enters the scene?
1569,video_11338_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11338,8,1,1.0,descriptive,What is the material of the stationary object when the video ends?
1570,video_11338_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11338,8,1,1.0,descriptive,Are there any green objects that exit the scene after the cylinder enters the scene?
1571,video_11338_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11338,8,1,1.0,descriptive,How many rubber objects enter the scene?
1572,video_11338_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11338,8,1,1.0,descriptive,How many cylinders exit the scene?
1573,video_11348_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11348,8,1,1.0,descriptive,Are there any stationary green objects when the video ends?
1574,video_11348_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11348,8,1,1.0,descriptive,How many cubes are moving when the gray object enters the scene?
1575,video_11348_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11348,8,1,1.0,descriptive,How many gray objects are stationary when the cube enters the scene?
1576,video_11348_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11348,8,1,1.0,descriptive,What is the material of the last object that enters the scene?
1577,video_11348_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11348,8,1,1.0,descriptive,What is the shape of the object to collide with the gray object?
1578,video_11348_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11348,8,1,1.0,descriptive,What is the color of the object to collide with the gray object?
1579,video_11348_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11348,8,1,1.0,descriptive,What is the material of the moving cylinder when the sphere enters the scene?
1580,video_11348_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11348,8,1,1.0,descriptive,What color is the rubber object that is stationary when the video ends?
1581,video_11348_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11348,8,1,1.0,descriptive,Are there any rubber objects that exit the scene?
1582,video_11348_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11348,8,1,1.0,descriptive,How many collisions happen after the cube enters the scene?
1583,video_11348_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11348,8,1,1.0,descriptive,How many purple cubes enter the scene after the gray cylinder enters the scene?
1584,video_11352_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11352,8,0,0.0,descriptive,Are there any stationary cylinders when the rubber sphere enters the scene?
1585,video_11352_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11352,8,1,1.0,descriptive,How many stationary metal objects are there when the video begins?
1586,video_11352_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11352,8,1,1.0,descriptive,How many objects are moving when the video ends?
1587,video_11352_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11352,8,1,1.0,descriptive,What material is the object to collide with the cyan object?
1588,video_11352_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11352,8,1,1.0,descriptive,What is the shape of the object to collide with the cyan object?
1589,video_11352_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11352,8,1,1.0,descriptive,What is the shape of the object to collide with the cyan cylinder?
1590,video_11352_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11352,8,1,1.0,descriptive,What is the material of the stationary sphere when the cyan object enters the scene?
1591,video_11352_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11352,8,1,1.0,descriptive,What is the color of the moving metal object when the rubber sphere enters the scene?
1592,video_11352_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11352,8,1,1.0,descriptive,Are there any green spheres that enter the scene before the gray cylinder enters the scene?
1593,video_11352_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11352,8,1,1.0,descriptive,How many cylinders enter the scene?
1594,video_11352_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11352,8,1,1.0,descriptive,How many collisions happen?
1595,video_11362_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11362,8,1,1.0,descriptive,Are there any moving green objects when the video begins?
1596,video_11362_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11362,8,1,1.0,descriptive,How many rubber objects are moving when the sphere enters the scene?
1597,video_11362_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11362,8,1,1.0,descriptive,How many purple objects are stationary when the sphere enters the scene?
1598,video_11362_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11362,8,1,1.0,descriptive,What is the color of the first object to collide with the brown cube?
1599,video_11362_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11362,8,0,0.0,descriptive,What is the shape of the second object that enters the scene?
1600,video_11362_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11362,8,1,1.0,descriptive,What material is the object to collide with the purple cylinder?
1601,video_11362_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11362,8,1,1.0,descriptive,What is the material of the cylinder that is moving?
1602,video_11362_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11362,8,1,1.0,descriptive,What color is the stationary cube when the video begins?
1603,video_11362_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11362,8,1,1.0,descriptive,Are there any rubber cylinders that enter the scene before the red object enters the scene?
1604,video_11362_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11362,8,1,1.0,descriptive,How many collisions happen?
1605,video_11362_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11362,8,1,1.0,descriptive,How many objects enter the scene?
1606,video_11390_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11390,8,1,1.0,descriptive,Are there any moving objects when the video begins?
1607,video_11390_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11390,8,0,0.0,descriptive,How many rubber objects are moving when the video ends?
1608,video_11390_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11390,8,1,1.0,descriptive,How many moving objects are there when the video ends?
1609,video_11390_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11390,8,1,1.0,descriptive,What is the material of the first object to collide with the red object?
1610,video_11390_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11390,8,1,1.0,descriptive,What is the color of the last object that enters the scene?
1611,video_11390_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11390,8,1,1.0,descriptive,What material is the last object to collide with the red sphere?
1612,video_11390_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11390,8,0,0.0,descriptive,What is the color of the stationary metal object when the video begins?
1613,video_11390_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11390,8,1,1.0,descriptive,What is the material of the moving cylinder when the video ends?
1614,video_11390_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11390,8,1,1.0,descriptive,Are there collisions before the purple cylinder enters the scene?
1615,video_11390_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11390,8,1,1.0,descriptive,How many cylinders enter the scene?
1616,video_11390_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11390,8,1,1.0,descriptive,How many objects enter the scene?
1617,video_11401_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11401,8,1,1.0,descriptive,Are there any stationary purple objects when the video begins?
1618,video_11401_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11401,8,0,0.0,descriptive,How many stationary brown objects are there when the video begins?
1619,video_11401_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11401,8,1,1.0,descriptive,How many objects are moving?
1620,video_11401_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11401,8,1,1.0,descriptive,What material is the last object to collide with the brown object?
1621,video_11401_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11401,8,1,1.0,descriptive,What is the shape of the first object that enters the scene?
1622,video_11401_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11401,8,1,1.0,descriptive,What shape is the first object to collide with the brown object?
1623,video_11401_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11401,8,1,1.0,descriptive,What is the shape of the stationary metal object when the red metal sphere enters the scene?
1624,video_11401_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11401,8,1,1.0,descriptive,What shape is the rubber object that is stationary when the video ends?
1625,video_11401_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11401,8,1,1.0,descriptive,Are there collisions before the red metal object enters the scene?
1626,video_11401_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11401,8,1,1.0,descriptive,How many brown objects enter the scene?
1627,video_11401_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11401,8,1,1.0,descriptive,How many collisions happen after the red metal object enters the scene?
1628,video_11425_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11425,8,1,1.0,descriptive,Are there any moving brown objects when the video begins?
1629,video_11425_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11425,8,1,1.0,descriptive,How many moving yellow objects are there when the video ends?
1630,video_11425_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11425,8,0,0.0,descriptive,How many objects are moving when the video ends?
1631,video_11425_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11425,8,1,1.0,descriptive,What is the material of the first object that enters the scene?
1632,video_11425_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11425,8,1,1.0,descriptive,What material is the first object to collide with the yellow cylinder?
1633,video_11425_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11425,8,1,1.0,descriptive,What material is the last object to collide with the yellow cylinder?
1634,video_11425_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11425,8,1,1.0,descriptive,What is the color of the rubber cylinder that is stationary?
1635,video_11425_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11425,8,1,1.0,descriptive,What shape is the gray object that is stationary when the video begins?
1636,video_11425_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11425,8,1,1.0,descriptive,Are there any spheres that enter the scene?
1637,video_11425_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11425,8,1,1.0,descriptive,How many collisions happen after the gray sphere enters the scene?
1638,video_11425_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11425,8,1,1.0,descriptive,How many gray cylinders enter the scene after the gray sphere enters the scene?
1639,video_11440_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11440,8,1,1.0,descriptive,Are there any stationary green objects when the video begins?
1640,video_11440_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11440,8,1,1.0,descriptive,How many metal objects are stationary when the video begins?
1641,video_11440_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11440,8,1,1.0,descriptive,How many objects are moving when the video ends?
1642,video_11440_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11440,8,1,1.0,descriptive,What is the material of the object to collide with the brown object?
1643,video_11440_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11440,8,1,1.0,descriptive,What material is the first object to collide with the purple sphere?
1644,video_11440_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11440,8,1,1.0,descriptive,What shape is the first object to collide with the sphere?
1645,video_11440_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11440,8,0,0.0,descriptive,What shape is the moving object when the video begins?
1646,video_11440_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11440,8,1,1.0,descriptive,What is the material of the stationary object?
1647,video_11440_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11440,8,1,1.0,descriptive,Are there any objects that exit the scene?
1648,video_11440_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11440,8,1,1.0,descriptive,How many collisions happen after the cyan object enters the scene?
1649,video_11440_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11440,8,1,1.0,descriptive,How many objects enter the scene?
1650,video_11450_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11450,8,1,1.0,descriptive,Are there any moving brown objects when the video begins?
1651,video_11450_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11450,8,1,1.0,descriptive,How many stationary purple objects are there?
1652,video_11450_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11450,8,1,1.0,descriptive,How many moving cylinders are there?
1653,video_11450_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11450,8,0,0.0,descriptive,What is the shape of the first object to collide with the cyan cylinder?
1654,video_11450_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11450,8,1,1.0,descriptive,What is the color of the object that enters the scene?
1655,video_11450_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11450,8,1,1.0,descriptive,What is the shape of the object to collide with the brown sphere?
1656,video_11450_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11450,8,0,0.0,descriptive,What color is the rubber object that is moving when the video ends?
1657,video_11450_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11450,8,1,1.0,descriptive,What material is the cylinder that is moving when the video begins?
1658,video_11450_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11450,8,1,1.0,descriptive,Are there any blue objects that enter the scene?
1659,video_11450_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11450,8,1,1.0,descriptive,How many red objects enter the scene?
1660,video_11450_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11450,8,1,1.0,descriptive,How many objects enter the scene?
1661,video_11462_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11462,8,1,1.0,descriptive,Are there any stationary brown objects when the yellow cylinder exits the scene?
1662,video_11462_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11462,8,1,1.0,descriptive,How many moving rubber objects are there when the purple cylinder exits the scene?
1663,video_11462_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11462,8,1,1.0,descriptive,How many moving objects are there when the video ends?
1664,video_11462_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11462,8,1,1.0,descriptive,What color is the object that enters the scene?
1665,video_11462_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11462,8,1,1.0,descriptive,What is the color of the first object that exits the scene?
1666,video_11462_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11462,8,0,0.0,descriptive,What shape is the first object to collide with the purple cylinder?
1667,video_11462_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11462,8,1,1.0,descriptive,What is the material of the cylinder that is moving when the purple cylinder exits the scene?
1668,video_11462_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11462,8,0,0.0,descriptive,What is the color of the stationary cylinder when the purple cylinder enters the scene?
1669,video_11462_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11462,8,1,1.0,descriptive,Are there any gray cubes that enter the scene?
1670,video_11462_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11462,8,1,1.0,descriptive,How many rubber cylinders exit the scene?
1671,video_11462_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11462,8,1,1.0,descriptive,How many collisions happen?
1672,video_11463_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11463,8,1,1.0,descriptive,Are there any moving green objects when the brown cylinder enters the scene?
1673,video_11463_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11463,8,0,0.0,descriptive,How many moving brown objects are there?
1674,video_11463_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11463,8,1,1.0,descriptive,How many moving cubes are there when the video ends?
1675,video_11463_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11463,8,1,1.0,descriptive,What is the color of the object to collide with the brown cube?
1676,video_11463_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11463,8,1,1.0,descriptive,What is the material of the object to collide with the brown sphere?
1677,video_11463_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11463,8,1,1.0,descriptive,What is the shape of the first object that enters the scene?
1678,video_11463_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11463,8,1,1.0,descriptive,What is the shape of the metal object that is stationary when the video begins?
1679,video_11463_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11463,8,1,1.0,descriptive,What is the color of the stationary rubber cylinder when the green metal object enters the scene?
1680,video_11463_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11463,8,1,1.0,descriptive,Are there any brown spheres that enter the scene?
1681,video_11463_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11463,8,1,1.0,descriptive,How many collisions happen?
1682,video_11463_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11463,8,1,1.0,descriptive,How many brown spheres enter the scene?
1683,video_11469_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11469,8,0,0.0,descriptive,Are there any stationary red objects when the purple sphere enters the scene?
1684,video_11469_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11469,8,0,0.0,descriptive,How many objects are moving when the video ends?
1685,video_11469_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11469,8,1,1.0,descriptive,How many spheres are stationary when the purple object enters the scene?
1686,video_11469_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11469,8,1,1.0,descriptive,What shape is the object that exits the scene?
1687,video_11469_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11469,8,1,1.0,descriptive,What color is the object to collide with the yellow cylinder?
1688,video_11469_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11469,8,0,0.0,descriptive,What is the color of the first object to collide with the cube?
1689,video_11469_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11469,8,1,1.0,descriptive,What material is the stationary sphere when the purple sphere enters the scene?
1690,video_11469_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11469,8,1,1.0,descriptive,What is the color of the object that is moving when the video begins?
1691,video_11469_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11469,8,1,1.0,descriptive,Are there any metal objects that exit the scene?
1692,video_11469_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11469,8,1,1.0,descriptive,How many metal objects exit the scene after the purple sphere enters the scene?
1693,video_11469_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11469,8,1,1.0,descriptive,How many cylinders enter the scene before the cube exits the scene?
1694,video_11503_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11503,8,1,1.0,descriptive,Are there any stationary spheres?
1695,video_11503_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11503,8,0,0.0,descriptive,How many metal objects are moving?
1696,video_11503_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11503,8,1,1.0,descriptive,How many moving objects are there when the video ends?
1697,video_11503_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11503,8,0,0.0,descriptive,What is the material of the last object to collide with the red object?
1698,video_11503_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_11000-12000/video_11503,8,1,1.0,descriptive,What shape is the last object that enters the scene?
