row_idx,prompt,correct,raw_score,src_idx_text
1468,What color is the moving rubber sphere when the red sphere enters the scene?,0,0.0,4932
1469,How many objects are moving when the video ends?,1,1.0,4333
1470,What color is the first object to collide with the brown cube?,1,1.0,5173
1471,"Which of the following is responsible for the gray cube's colliding with the green object?
Options:
A. the collision between the green object and the purple cube
B. the purple cube's entrance
C. the presence of the gray rubber object
D. the collision between the gray cube and the purple sphere
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6040
1472,"Which of the following will not happen without the yellow cube?
Options:
A. The blue sphere and the cyan object collide
B. The cyan cube and the brown object collide
C. The metal object collides with the blue sphere
D. The metal object and the cylinder collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6954
1473,Are there any cubes that exit the scene before the purple object exits the scene?,1,1.0,4560
1474,"Which event will happen next?
Options:
A. The cube collides with the cylinder
B. The rubber sphere and the gray object collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6426
1475,"Without the yellow cylinder, what will not happen?
Options:
A. The yellow cube collides with the rubber cylinder
B. The gray object and the cyan object collide
C. The gray cylinder collides with the yellow cube
D. The brown cube collides with the cyan cube
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,7185
1476,How many objects enter the scene?,0,0.0,1318
1477,"Which of the following is not responsible for the collision between the green cylinder and the cube?
Options:
A. the collision between the cube and the rubber sphere
B. the presence of the gray object
C. the collision between the gray cylinder and the green cylinder
D. the presence of the rubber sphere
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,5684
1478,"Which of the following is responsible for the cube's colliding with the green object?
Options:
A. the collision between the green object and the red cylinder
B. the cube's colliding with the sphere
C. the sphere's entrance
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,5964
1479,"Which of the following will not happen without the cyan object?
Options:
A. The brown cylinder and the red metal object collide
B. The brown cylinder and the cube collide
C. The brown cylinder and the rubber sphere collide
D. The red metal sphere collides with the rubber sphere
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6976
1480,"What will happen if the sphere is removed?
Options:
A. The metal cylinder collides with the purple cylinder
B. The brown rubber object and the purple cylinder collide
C. The cube collides with the purple cylinder
D. The cube and the brown rubber object collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,7138
1481,What material is the last object to collide with the rubber cube?,1,1.0,3753
1482,What is the material of the cylinder that is stationary when the video ends?,1,1.0,293
1483,What shape is the last object that enters the scene?,1,1.0,3510
1484,"What will happen if the cyan cube is removed?
Options:
A. The cylinder and the sphere collide
B. The cylinder collides with the brown cube
C. The sphere and the brown cube collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,7276
1485,"Which event will happen next?
Options:
A. The blue cube collides with the purple object
B. The blue object collides with the sphere
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6507
1486,What shape is the metal object that is moving when the video begins?,0,0.0,2448
1487,What shape is the stationary gray object when the video begins?,1,1.0,3481
1488,"Which of the following is responsible for the brown cylinder's colliding with the cube?
Options:
A. the rubber cylinder's colliding with the brown object
B. the presence of the cyan cylinder
C. the presence of the metal sphere
D. the cyan cylinder's entering the scene
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6286
1489,How many metal objects are moving when the video ends?,1,1.0,4971
1490,"What will happen without the metal sphere?
Options:
A. The cyan object collides with the rubber cylinder
B. The cyan cylinder collides with the purple cylinder
C. The cyan cylinder collides with the rubber sphere
D. The purple object and the gray cylinder collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6784
1491,How many collisions happen after the gray sphere enters the scene?,1,1.0,1186
1492,How many cubes enter the scene?,1,1.0,889
1493,"Which event will not happen if the blue cylinder is removed?
Options:
A. The cube and the red cylinder collide
B. The cube collides with the rubber object
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6850
1494,Are there any stationary metal objects when the cube enters the scene?,1,1.0,3925
1495,How many collisions happen?,1,1.0,5397
1496,"Which of the following is responsible for the cyan rubber cube's colliding with the rubber sphere?
Options:
A. the purple cube's entrance
B. the presence of the purple rubber object
C. the presence of the cyan metal cube
D. the collision between the red object and the metal cube
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6282
1497,How many cylinders enter the scene?,0,0.0,3230
1498,Are there any green spheres that enter the scene before the gray cylinder enters the scene?,1,1.0,1592
1499,"What will happen next?
Options:
A. The cyan object collides with the gray cube
B. The blue cube collides with the gray object
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6662
1500,"If the sphere is removed, which event will happen?
Options:
A. The cube collides with the rubber cylinder
B. The yellow cylinder collides with the green object
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6794
1501,What shape is the stationary blue object?,1,1.0,1854
1502,How many moving objects are there when the video ends?,1,1.0,34
1503,"Without the green cylinder, what will happen?
Options:
A. The blue cube collides with the metal cylinder
B. The red object and the metal cylinder collide
C. The red object collides with the rubber cube
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,7579
1504,How many collisions happen before the rubber sphere exits the scene?,1,1.0,2177
1505,"Which of the following is not responsible for the collision between the green cube and the cylinder?
Options:
A. the sphere's entrance
B. the cyan cube's entering the scene
C. the presence of the green metal sphere
D. the presence of the cyan rubber object
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,5548
1506,What shape is the object that enters the scene?,1,1.0,3444
1507,What material is the last object to collide with the metal cylinder?,1,1.0,863
1508,How many cylinders enter the scene before the brown object enters the scene?,0,0.0,1000
1509,"Which of the following is not responsible for the collision between the blue cube and the yellow sphere?
Options:
A. the presence of the green rubber object
B. the green object's entrance
C. the collision between the blue cube and the gray sphere
D. the presence of the gray rubber sphere
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6172
1510,What color is the first object that enters the scene?,1,1.0,1490
1511,What material is the object to collide with the gray cylinder?,1,1.0,610
1512,Are there any moving cylinders when the brown object enters the scene?,1,1.0,1782
1513,Are there any stationary spheres when the video ends?,1,1.0,1716
1514,Are there any rubber cylinders that enter the scene?,1,1.0,2021
1515,"Which of the following is responsible for the brown sphere's exiting the scene?
Options:
A. the presence of the cyan object
B. the presence of the purple sphere
C. the cyan cylinder's colliding with the brown object
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6145
1516,How many purple objects enter the scene?,1,1.0,3561
1517,"Which of the following is not responsible for the collision between the gray object and the red cube?
Options:
A. the collision between the yellow object and the red cube
B. the presence of the cyan object
C. the presence of the red rubber object
D. the red cylinder's entrance
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,5960
1518,Are there any yellow objects that enter the scene?,1,1.0,151
1519,What color is the first object to collide with the yellow cube?,1,1.0,1158
1520,"Which event will not happen without the rubber cylinder?
Options:
A. The purple sphere collides with the rubber sphere
B. The metal cylinder collides with the metal sphere
C. The metal cylinder collides with the rubber sphere
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,7137
1521,Are there any stationary cyan objects when the video ends?,1,1.0,2596
1522,What is the color of the last object to collide with the cyan object?,1,1.0,1138
1523,"Without the green metal object, which of the following will not happen?
Options:
A. The purple object and the yellow cylinder collide
B. The yellow cylinder collides with the cyan object
C. The yellow cylinder collides with the rubber cube
D. The cyan cylinder collides with the rubber cube
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6961
1524,How many stationary objects are there when the red object enters the scene?,1,1.0,1222
1525,What is the shape of the first object to collide with the brown cylinder?,1,1.0,653
1526,What color is the stationary sphere when the video ends?,1,1.0,5372
1527,How many stationary cubes are there when the video begins?,1,1.0,4355
1528,Are there any moving purple objects?,1,1.0,2574
1529,"Which of the following is not responsible for the collision between the cyan cube and the brown cube?
Options:
A. the presence of the brown cylinder
B. the presence of the gray object
C. the cylinder's colliding with the cyan cube
D. the sphere's entering the scene
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6023
1530,"Which of the following is responsible for the sphere's exiting the scene?
Options:
A. the presence of the purple rubber object
B. the presence of the purple metal cube
C. the presence of the yellow rubber object
D. the collision between the metal cube and the sphere
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",0,0.0,6188
1531,Are there any moving green objects when the video begins?,1,1.0,770
1532,"Which of the following is not responsible for the sphere's colliding with the purple object?
Options:
A. the collision between the sphere and the cyan cylinder
B. the presence of the cyan object
C. the presence of the brown metal object
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6258
1533,How many cubes are stationary when the video begins?,1,1.0,1926
1534,How many stationary objects are there when the rubber sphere enters the scene?,1,1.0,2796
1535,What shape is the moving metal object when the video begins?,1,1.0,161
1536,Are there any stationary gray objects when the green cube enters the scene?,1,1.0,1397
1537,How many cylinders are moving?,1,1.0,3409
1538,Are there any green cubes that exit the scene?,1,1.0,3581
1539,How many stationary gray objects are there?,1,1.0,2323
1540,"What will happen without the red object?
Options:
A. The brown object collides with the cylinder
B. The cube collides with the cylinder
C. The metal sphere collides with the brown sphere
D. The cube and the brown object collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",0,0.0,7309
1541,What is the material of the first object to collide with the cyan cylinder?,1,1.0,1050
1542,How many yellow objects are moving when the video ends?,1,1.0,4102
1543,What is the shape of the brown object that is stationary when the video begins?,1,1.0,490
1544,How many moving objects are there when the video ends?,1,1.0,5136
1545,How many rubber objects enter the scene?,1,1.0,2825
1546,"Which of the following is responsible for the collision between the purple cylinder and the gray object?
Options:
A. the presence of the cyan rubber cylinder
B. the purple cylinder's colliding with the brown object
C. the presence of the brown rubber object
D. the collision between the brown cube and the gray object
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6223
1547,"If the cyan cylinder is removed, which of the following will happen?
Options:
A. The brown sphere collides with the purple cylinder
B. The brown object and the purple sphere collide
C. The purple sphere collides with the purple cylinder
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,7413
1548,What is the color of the first object to collide with the purple sphere?,1,1.0,245
1549,"Without the yellow cylinder, which of the following will not happen?
Options:
A. The brown rubber object collides with the sphere
B. The sphere collides with the purple object
C. The brown metal object collides with the sphere
D. The brown rubber object collides with the purple object
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,7256
1550,What is the material of the first object to collide with the green cube?,1,1.0,4072
1551,What is the color of the last object to collide with the cube?,1,1.0,929
1552,Are there any moving brown objects when the video ends?,1,1.0,5454
1553,Are there any rubber objects that exit the scene after the cube enters the scene?,1,1.0,162
1554,Are there any moving cylinders when the video begins?,0,0.0,3155
1555,How many yellow objects are moving when the video ends?,1,1.0,5258
1556,Are there any metal cylinders that enter the scene after the brown object enters the scene?,1,1.0,2780
1557,Are there any blue objects that exit the scene after the rubber cylinder enters the scene?,1,1.0,4736
1558,What color is the last object that enters the scene?,1,1.0,3985
1559,Are there any moving cylinders when the video ends?,0,0.0,3826
1560,How many metal objects are moving when the video ends?,1,1.0,4796
1561,What material is the object that exits the scene?,1,1.0,1235
1562,"If the sphere is removed, which of the following will not happen?
Options:
A. The cyan object collides with the cube
B. The metal cylinder collides with the cube
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,7593
1563,How many spheres enter the scene before the yellow sphere exits the scene?,1,1.0,3032
1564,"If the rubber sphere is removed, which event will not happen?
Options:
A. The cyan metal sphere and the cube collide
B. The purple object and the cube collide
C. The cylinder collides with the purple object
D. The cyan metal object and the cylinder collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,7474
1565,Are there any brown cylinders that enter the scene before the cyan object enters the scene?,1,1.0,2373
1566,Are there any moving cubes?,0,0.0,649
1567,What is the shape of the object to collide with the rubber cube?,1,1.0,1699
1568,What is the shape of the object to collide with the purple cylinder?,1,1.0,1127
1569,How many collisions happen before the purple cylinder enters the scene?,1,1.0,4176
1570,Are there any rubber objects that exit the scene?,1,1.0,745
1571,Are there any stationary brown objects?,1,1.0,3287
1572,What shape is the last object that enters the scene?,1,1.0,2654
1573,"Which event will happen if the brown cylinder is removed?
Options:
A. The yellow cylinder collides with the cube
B. The sphere and the yellow cylinder collide
C. The sphere collides with the cube
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,7531
1574,"If the yellow object is removed, what will happen?
Options:
A. The purple sphere collides with the cylinder
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,7097
1575,"Which of the following will happen if the cube is removed?
Options:
A. The brown cylinder and the rubber sphere collide
B. The brown sphere collides with the purple cylinder
C. The brown cylinder collides with the rubber cylinder
D. The metal sphere and the brown sphere collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6719
1576,"Which of the following is not responsible for the collision between the green rubber object and the metal cylinder?
Options:
A. the presence of the gray rubber sphere
B. the collision between the green rubber object and the gray cylinder
C. the gray cylinder's entrance
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6245
1577,"Which event will not happen without the gray sphere?
Options:
A. The metal cube and the red object collide
B. The metal cube and the rubber cube collide
C. The rubber cube collides with the purple sphere
D. The metal cube and the purple object collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,7112
1578,How many spheres are moving?,1,1.0,2091
1579,How many brown cylinders enter the scene after the blue cube enters the scene?,1,1.0,2375
1580,What is the color of the object to collide with the gray object?,1,1.0,5226
1581,What is the shape of the object to collide with the rubber cylinder?,1,1.0,4225
1582,How many cylinders are moving?,1,1.0,475
1583,How many green objects exit the scene after the cyan object enters the scene?,1,1.0,845
1584,What is the shape of the last object to collide with the green sphere?,0,0.0,3532
1585,What is the material of the last object to collide with the blue sphere?,1,1.0,3830
1586,"What will happen without the metal cylinder?
Options:
A. The purple object and the cube collide
B. The blue sphere and the yellow object collide
C. The yellow cylinder collides with the brown cylinder
D. The metal sphere collides with the yellow cylinder
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6963
1587,"Which of the following is not responsible for the cylinder's colliding with the green sphere?
Options:
A. the presence of the green metal cube
B. the blue object's entrance
C. the cylinder's colliding with the cube
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,5638
1588,What shape is the last object to collide with the rubber cube?,1,1.0,1730
1589,How many cyan objects are moving when the video begins?,1,1.0,2444
1590,How many cubes are stationary?,1,1.0,4905
1591,Are there any moving metal objects when the cylinder exits the scene?,1,1.0,242
1592,How many objects enter the scene?,1,1.0,5079
1593,How many stationary objects are there when the yellow cylinder enters the scene?,1,1.0,4212
1594,"Which of the following is responsible for the collision between the cylinder and the blue cube?
Options:
A. the cylinder's colliding with the gray sphere
B. the blue sphere's entrance
C. the presence of the gray sphere
D. the presence of the blue metal object
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,5982
1595,What shape is the first object that enters the scene?,1,1.0,709
1596,"Which of the following is responsible for the red object's colliding with the metal cylinder?
Options:
A. the presence of the blue metal cube
B. the presence of the brown metal sphere
C. the green object's entering the scene
D. the presence of the rubber object
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,5651
1597,What is the shape of the object to collide with the brown object?,1,1.0,5347
1598,"Which event will happen next?
Options:
A. The green cube collides with the metal cylinder
B. The green cube collides with the purple cube
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6498
1599,"Without the green object, which of the following will not happen?
Options:
A. The purple rubber cube and the cyan cube collide
B. The purple rubber cube and the cylinder collide
C. The cyan cube and the purple metal object collide
D. The purple rubber cube and the purple metal cube collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",0,0.0,6966
1600,What is the material of the cylinder that is moving when the video ends?,1,1.0,2845
1601,How many yellow objects enter the scene?,1,1.0,1857
1602,How many stationary objects are there when the cube enters the scene?,1,1.0,3167
1603,"Which of the following is not responsible for the collision between the brown sphere and the cylinder?
Options:
A. the presence of the gray metal cube
B. the cube's entrance
C. the brown sphere's colliding with the gray sphere
D. the cylinder's colliding with the cube
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6074
1604,What is the shape of the last object to collide with the gray cube?,1,1.0,3468
1605,What is the color of the rubber object that is stationary when the video ends?,1,1.0,4767
1606,Are there any metal cylinders that exit the scene after the metal sphere enters the scene?,1,1.0,5187
1607,What is the color of the last object to collide with the brown cube?,0,0.0,4127
1608,What material is the object that enters the scene?,1,1.0,2292
1609,Are there any objects that enter the scene?,1,1.0,2505
1610,What is the color of the first object to collide with the purple object?,1,1.0,630
1611,"What will happen if the brown object is removed?
Options:
A. The cyan cube collides with the green object
B. The cyan cube and the purple cube collide
C. The metal object collides with the green sphere
D. The purple cube and the green object collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,7485
1612,"If the metal cylinder is removed, what will happen?
Options:
A. The cube and the blue sphere collide
B. The rubber cylinder and the blue object collide
C. The cube and the rubber sphere collide
D. The cube and the cyan cylinder collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",0,0.0,7159
1613,"Which of the following is responsible for the cyan object's colliding with the blue rubber object?
Options:
A. the metal object's entrance
B. the sphere's entering the scene
C. the presence of the blue metal object
D. the presence of the red rubber sphere
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,5599
1614,What color is the first object to collide with the purple object?,1,1.0,1534
1615,"Without the rubber object, which of the following will not happen?
Options:
A. The cylinder and the red metal sphere collide
B. The purple sphere and the red metal sphere collide
C. The cylinder collides with the purple object
D. The cube collides with the red metal sphere
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,7215
1616,Are there any metal spheres that enter the scene after the yellow sphere enters the scene?,1,1.0,1801
1617,What color is the object to collide with the red cylinder?,1,1.0,4104
1618,What shape is the object to collide with the metal cube?,0,0.0,3435
1619,What material is the cylinder that is stationary when the red cylinder enters the scene?,1,1.0,3448
1620,"Which of the following is not responsible for the red sphere's colliding with the gray cylinder?
Options:
A. the presence of the cyan object
B. the metal cylinder's colliding with the red object
C. the presence of the blue object
D. the metal cylinder's entrance
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,5731
1621,What shape is the stationary cyan object when the blue cylinder enters the scene?,1,1.0,3998
1622,Are there any moving blue objects when the video begins?,1,1.0,4530
1623,How many brown objects are moving when the purple object enters the scene?,1,1.0,5434
1624,Are there any moving yellow objects when the video begins?,1,1.0,3958
1625,Are there any moving cubes when the cylinder enters the scene?,1,1.0,4497
1626,What material is the sphere that is moving when the purple cylinder enters the scene?,1,1.0,2702
1627,What is the color of the object to collide with the red object?,1,1.0,740
1628,How many metal spheres enter the scene?,1,1.0,4012
1629,"Which of the following is responsible for the green cylinder's colliding with the metal cylinder?
Options:
A. the metal cylinder's colliding with the cube
B. the presence of the cyan rubber cube
C. the blue cylinder's entrance
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6273
1630,"Without the purple object, what will not happen?
Options:
A. The cube collides with the cyan sphere
B. The yellow cylinder collides with the cyan sphere
C. The blue sphere collides with the cyan object
D. The blue sphere collides with the yellow cylinder
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",0,0.0,7053
1631,"What will happen next?
Options:
A. The brown object and the purple object collide
B. The green cylinder and the brown object collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6578
1632,Are there any rubber spheres that enter the scene before the metal cube enters the scene?,1,1.0,2032
1633,How many moving cylinders are there when the video ends?,1,1.0,5236
1634,What color is the moving metal cube when the cylinder enters the scene?,1,1.0,1865
1635,"Which event will happen next?
Options:
A. The green object collides with the yellow cylinder
B. The rubber cylinder collides with the cube
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6512
1636,How many objects are moving?,1,1.0,980
1637,What color is the rubber sphere that is moving when the metal sphere enters the scene?,1,1.0,4790
1638,How many red spheres exit the scene?,1,1.0,3780
1639,"Which event will happen next?
Options:
A. The metal sphere and the rubber cube collide
B. The yellow object and the gray object collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6514
1640,Are there any metal spheres that enter the scene before the cylinder enters the scene?,1,1.0,3262
1641,How many rubber objects are moving when the sphere enters the scene?,1,1.0,3355
1642,"Which event will happen without the metal cylinder?
Options:
A. The sphere collides with the rubber cylinder
B. The yellow object and the sphere collide
C. The metal cube collides with the rubber cylinder
D. The metal cube collides with the sphere
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,7182
1643,How many stationary rubber objects are there when the sphere enters the scene?,1,1.0,4840
1644,How many gray objects are stationary when the video begins?,1,1.0,89
1645,How many stationary rubber objects are there when the cube enters the scene?,0,0.0,651
1646,What color is the object to collide with the blue cube?,1,1.0,4082
1647,Are there any gray spheres that enter the scene?,1,1.0,1218
1648,What is the shape of the object to collide with the green cube?,1,1.0,3049
1649,What material is the moving object when the video begins?,1,1.0,1051
1650,"Which event will happen without the red object?
Options:
A. The yellow object and the gray cylinder collide
B. The yellow object and the blue cube collide
C. The blue cube and the rubber cylinder collide
D. The sphere and the metal cylinder collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,7527
1651,Are there any metal spheres that exit the scene after the green cylinder enters the scene?,1,1.0,1713
1652,Are there any objects that exit the scene?,1,1.0,4087
1653,How many metal objects are stationary?,0,0.0,5016
1654,"What will not happen if the purple cube is removed?
Options:
A. The green object and the rubber cylinder collide
B. The brown object and the rubber sphere collide
C. The metal sphere collides with the red cylinder
D. The green cube collides with the rubber sphere
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,7400
1655,What is the color of the object to collide with the cyan cylinder?,1,1.0,2610
1656,What is the color of the moving sphere when the gray cube enters the scene?,0,0.0,3976
1657,What is the color of the first object to collide with the yellow object?,1,1.0,1962
1658,"Which of the following is responsible for the gray sphere's colliding with the yellow object?
Options:
A. the yellow sphere's colliding with the blue object
B. the collision between the gray sphere and the cube
C. the cube's entrance
D. the presence of the metal cube
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6067
1659,What is the color of the object to collide with the gray cylinder?,1,1.0,1257
1660,Are there any stationary gray objects when the video begins?,1,1.0,3793
1661,"If the red cylinder is removed, what will not happen?
Options:
A. The gray sphere and the green object collide
B. The brown object collides with the gray object
C. The brown object collides with the green sphere
D. The gray object and the yellow object collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,7270
1662,How many rubber objects enter the scene before the blue object enters the scene?,1,1.0,2330
1663,How many stationary cubes are there when the video begins?,1,1.0,2400
1664,"Which of the following is not responsible for the rubber cylinder's colliding with the blue cylinder?
Options:
A. the presence of the purple metal object
B. the blue cylinder's colliding with the red sphere
C. the presence of the red cube
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,5767
1665,How many collisions happen after the red metal object enters the scene?,1,1.0,1627
1666,What is the material of the first object to collide with the purple object?,0,0.0,280
1667,What material is the green object that is moving when the video begins?,1,1.0,2867
1668,How many moving rubber objects are there?,0,0.0,871
1669,What color is the last object to collide with the cyan object?,1,1.0,2974
1670,What color is the last object to collide with the purple cylinder?,1,1.0,862
1671,"If the cylinder is removed, what will not happen?
Options:
A. The blue cube and the rubber sphere collide
B. The blue cube collides with the red cube
C. The red object collides with the blue sphere
D. The gray sphere and the blue cube collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6758
1672,"If the purple sphere is removed, which event will not happen?
Options:
A. The blue sphere and the cylinder collide
B. The red object and the cylinder collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,7364
1673,How many rubber objects are moving when the cylinder enters the scene?,0,0.0,2477
1674,How many moving cylinders are there when the red object enters the scene?,1,1.0,5092
1675,What is the color of the first object to collide with the brown cube?,1,1.0,37
1676,What is the shape of the last object to collide with the yellow object?,1,1.0,4995
1677,What material is the stationary red object when the blue cube exits the scene?,1,1.0,1382
1678,"Which of the following is not responsible for the collision between the blue sphere and the red object?
Options:
A. the presence of the metal cube
B. the presence of the brown rubber object
C. the blue object's colliding with the metal cube
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",1,1.0,6332
1679,What is the shape of the metal object that is stationary when the video ends?,1,1.0,2019
1680,What is the color of the first object to collide with the green sphere?,1,1.0,4942
1681,Are there any moving blue objects when the red sphere exits the scene?,1,1.0,319
1682,What material is the first object to collide with the cylinder?,1,1.0,69
1683,How many rubber spheres enter the scene?,0,0.0,1164
