question_id,prompt,answer,correct,raw_score
video_12059_9,"What will happen next?
Options:
A. The metal cube collides with the purple cylinder
B. The metal cylinder collides with the metal cube
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12059_10,What shape is the yellow object that is stationary when the video begins?,,1,1.0
video_12086_0,What is the material of the last object to collide with the red cylinder?,,1,1.0
video_12086_1,How many stationary objects are there when the sphere enters the scene?,,1,1.0
video_12086_2,How many cylinders are moving when the video ends?,,1,1.0
video_12086_3,What material is the sphere that is stationary when the video begins?,,1,1.0
video_12086_4,What color is the object to collide with the cyan cylinder?,,0,0.0
video_12086_5,How many metal objects enter the scene?,,0,0.0
video_12086_6,"What will happen next?
Options:
A. The gray object collides with the red cube
B. The gray object and the cyan sphere collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12086_7,What shape is the object that is moving when the video ends?,,1,1.0
video_12086_8,"Which of the following is not responsible for the brown cylinder's colliding with the gray object?
Options:
A. the presence of the yellow rubber cylinder
B. the gray object's colliding with the cube
C. the presence of the red object
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12086_9,What is the shape of the object to collide with the cyan cube?,,1,1.0
video_12086_10,How many metal objects enter the scene?,,1,1.0
video_12136_0,"If the red object is removed, which event will happen?
Options:
A. The green object and the sphere collide
B. The rubber cylinder collides with the yellow cylinder
C. The sphere collides with the blue object
D. The blue cylinder collides with the yellow cylinder
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12136_1,"Which of the following will not happen without the metal cylinder?
Options:
A. The red object and the cyan cylinder collide
B. The cyan object and the purple cube collide
C. The purple cube and the purple cylinder collide
D. The red cube collides with the purple cylinder
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,0,0.0
video_12136_2,"Which of the following is responsible for the cylinder's colliding with the rubber object?
Options:
A. the presence of the brown cube
B. the purple sphere's colliding with the cube
C. the collision between the rubber sphere and the purple object
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12136_3,What is the shape of the object to collide with the metal cylinder?,,1,1.0
video_12136_4,What is the color of the stationary object when the yellow object enters the scene?,,1,1.0
video_12136_5,What shape is the first object to collide with the purple cube?,,1,1.0
video_12136_6,"Which of the following is not responsible for the metal object's exit?
Options:
A. the presence of the cyan cube
B. the collision between the metal sphere and the purple cube
C. the presence of the purple cube
D. the collision between the gray object and the cyan cube
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12136_7,"If the green sphere is removed, which event will happen?
Options:
A. The brown sphere and the cube collide
B. The gray object and the cube collide
C. The metal sphere and the cylinder collide
D. The brown object and the gray object collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,0,0.0
video_12136_8,"What will happen next?
Options:
A. The cube and the blue object collide
B. The cube collides with the red metal object
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12136_9,What material is the last object to collide with the red sphere?,,1,1.0
video_12136_10,"Without the sphere, which of the following will happen?
Options:
A. The yellow cylinder collides with the green object
B. The cube and the green object collide
C. The cube and the yellow object collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,0,0.0
video_12139_0,Are there any stationary purple objects when the video begins?,,1,1.0
video_12139_1,How many moving red objects are there when the cube enters the scene?,,0,0.0
video_12139_2,"Which event will not happen if the cylinder is removed?
Options:
A. The purple cube collides with the sphere
B. The green cube collides with the purple object
C. The green cube collides with the sphere
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12139_3,"If the metal cylinder is removed, which event will not happen?
Options:
A. The blue object and the green object collide
B. The cyan object collides with the blue sphere
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12139_4,"Which event will happen next?
Options:
A. The cylinder collides with the cyan cube
B. The cylinder collides with the sphere
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,0,0.0
video_12139_5,"If the cyan sphere is removed, what will not happen?
Options:
A. The metal sphere collides with the cube
B. The purple object and the cube collide
C. The blue object collides with the purple sphere
D. The brown object collides with the cube
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12139_6,"Which of the following is not responsible for the metal sphere's colliding with the rubber sphere?
Options:
A. the cylinder's entrance
B. the collision between the cube and the blue sphere
C. the presence of the metal cube
D. the cube's entrance
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12139_7,How many rubber objects enter the scene?,,1,1.0
video_12139_8,"Which event will happen next?
Options:
A. The yellow cylinder collides with the gray cube
B. The yellow cylinder collides with the green cube
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,0,0.0
video_12139_9,Are there any blue objects that enter the scene?,,1,1.0
video_12139_10,What material is the object to collide with the brown cylinder?,,1,1.0
video_12145_0,"Which event will not happen without the yellow sphere?
Options:
A. The cylinder and the blue sphere collide
B. The blue sphere collides with the red object
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12145_1,What material is the green object that is stationary when the video begins?,,1,1.0
video_12145_2,How many objects are moving when the video ends?,,1,1.0
video_12145_3,What is the shape of the object that is stationary when the metal sphere enters the scene?,,1,1.0
video_12145_4,"Which of the following is responsible for the collision between the rubber cylinder and the cube?
Options:
A. the collision between the cube and the brown sphere
B. the cube's colliding with the purple sphere
C. the brown sphere's entrance
D. the purple sphere's entrance
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12145_5,What color is the first object that enters the scene?,,1,1.0
video_12145_6,How many rubber objects are stationary when the video ends?,,0,0.0
video_12145_7,"Which event will happen next?
Options:
A. The red object collides with the cylinder
B. The blue sphere and the cube collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,0,0.0
video_12145_8,What is the color of the metal cube that is moving when the video begins?,,1,1.0
video_12145_9,"What will not happen if the cube is removed?
Options:
A. The brown sphere and the blue sphere collide
B. The cylinder and the brown sphere collide
C. The cylinder collides with the blue sphere
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12145_10,How many moving purple objects are there when the rubber sphere exits the scene?,,1,1.0
video_12152_0,How many objects enter the scene?,,1,1.0
video_12152_1,How many purple spheres exit the scene before the cyan sphere exits the scene?,,1,1.0
video_12152_2,"What will happen if the cyan cylinder is removed?
Options:
A. The blue object and the brown object collide
B. The sphere collides with the rubber cube
C. The rubber cylinder and the brown object collide
D. The sphere collides with the yellow cylinder
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12152_3,What color is the object to collide with the gray cube?,,0,0.0
video_12152_4,What is the shape of the last object to collide with the metal cube?,,1,1.0
video_12152_5,What color is the stationary metal object when the video begins?,,1,1.0
video_12152_6,What shape is the stationary brown object when the gray sphere enters the scene?,,1,1.0
video_12152_7,What is the color of the object to collide with the green sphere?,,1,1.0
video_12152_8,How many moving rubber objects are there when the video ends?,,1,1.0
video_12152_9,How many moving cylinders are there?,,1,1.0
video_12152_10,"Which of the following will not happen without the yellow sphere?
Options:
A. The rubber cube collides with the cylinder
B. The metal cube collides with the cylinder
C. The brown sphere and the metal cube collide
D. The metal cube and the rubber cube collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12157_0,What is the material of the stationary cylinder when the video ends?,,1,1.0
video_12157_1,How many metal spheres enter the scene?,,1,1.0
video_12157_2,What is the color of the sphere that is stationary?,,1,1.0
video_12157_3,Are there any moving purple objects when the video ends?,,1,1.0
video_12157_4,"Which of the following is not responsible for the cyan cylinder's colliding with the blue sphere?
Options:
A. the presence of the purple metal object
B. the cyan object's colliding with the green object
C. the presence of the green rubber object
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12157_5,"What will happen without the gray object?
Options:
A. The rubber sphere collides with the cube
B. The blue cylinder collides with the brown sphere
C. The brown object collides with the cyan object
D. The cyan object collides with the metal sphere
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12157_6,How many rubber cylinders enter the scene?,,0,0.0
video_12157_7,"Without the sphere, what will not happen?
Options:
A. The yellow cylinder collides with the yellow rubber object
B. The brown object collides with the metal cube
C. The brown object collides with the metal cylinder
D. The brown object and the rubber cylinder collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,0,0.0
video_12157_8,Are there any moving cyan objects?,,1,1.0
video_12157_9,How many moving spheres are there when the rubber cube enters the scene?,,1,1.0
video_12157_10,"Which of the following is responsible for the collision between the blue object and the cube?
Options:
A. the cube's colliding with the cyan sphere
B. the presence of the red metal object
C. the presence of the cyan rubber object
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,0,0.0
video_12162_0,How many collisions happen?,,1,1.0
video_12162_1,What is the material of the cylinder that is stationary when the green object enters the scene?,,1,1.0
video_12162_2,How many stationary objects are there when the brown sphere enters the scene?,,1,1.0
video_12162_3,How many collisions happen after the gray object enters the scene?,,0,0.0
video_12162_4,What is the material of the second object to collide with the brown object?,,1,1.0
video_12162_5,How many gray objects are moving when the video ends?,,1,1.0
video_12162_6,How many metal objects are stationary when the purple cube enters the scene?,,1,1.0
video_12162_7,What is the color of the last object that exits the scene?,,1,1.0
video_12162_8,What is the material of the red sphere that is moving when the video ends?,,1,1.0
video_12162_9,Are there any rubber objects that exit the scene?,,1,1.0
video_12162_10,Are there any metal cylinders that exit the scene?,,1,1.0
video_12166_0,"Which of the following will happen if the metal cylinder is removed?
Options:
A. The purple cylinder collides with the cyan cylinder
B. The sphere collides with the cyan cylinder
C. The purple object and the sphere collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12166_1,What material is the blue object that is stationary?,,0,0.0
video_12166_2,How many metal objects are stationary?,,0,0.0
video_12166_3,How many yellow objects enter the scene before the sphere exits the scene?,,1,1.0
video_12166_4,Are there any stationary metal objects when the cylinder enters the scene?,,1,1.0
video_12166_5,"Which of the following is not responsible for the collision between the cube and the brown sphere?
Options:
A. the presence of the brown rubber cylinder
B. the presence of the green metal cylinder
C. the brown cylinder's entering the scene
D. the collision between the cube and the purple object
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,0,0.0
video_12166_6,Are there any stationary brown objects when the video ends?,,1,1.0
video_12166_7,What material is the cube that is moving?,,1,1.0
video_12166_8,Are there any green objects that enter the scene?,,1,1.0
video_12166_9,What is the color of the stationary rubber object when the yellow cube enters the scene?,,1,1.0
video_12166_10,Are there any stationary cylinders when the metal cube enters the scene?,,0,0.0
video_12169_0,What color is the object that enters the scene?,,1,1.0
video_12169_1,"Which of the following is not responsible for the collision between the blue cylinder and the yellow cube?
Options:
A. the presence of the green object
B. the presence of the cyan cylinder
C. the blue cylinder's colliding with the cyan cylinder
D. the yellow cylinder's entering the scene
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12169_2,What is the color of the last object to collide with the metal cube?,,0,0.0
video_12169_3,What is the shape of the object that is stationary when the metal cylinder enters the scene?,,0,0.0
video_12169_4,What material is the stationary purple object when the video ends?,,1,1.0
video_12169_5,How many moving spheres are there when the video ends?,,0,0.0
video_12169_6,Are there collisions after the red object enters the scene?,,1,1.0
video_12169_7,What is the color of the object that is stationary?,,1,1.0
video_12169_8,How many moving rubber objects are there when the video ends?,,1,1.0
video_12169_9,What color is the last object to collide with the yellow object?,,1,1.0
video_12169_10,What material is the last object to collide with the brown sphere?,,1,1.0
video_12171_0,What is the shape of the object to collide with the sphere?,,1,1.0
video_12171_1,Are there any stationary spheres when the brown cube enters the scene?,,0,0.0
video_12171_2,What material is the brown object that is moving when the video ends?,,1,1.0
video_12171_3,What is the color of the second object that enters the scene?,,1,1.0
video_12171_4,"Which of the following is not responsible for the collision between the metal cube and the red cube?
Options:
A. the presence of the yellow metal cylinder
B. the sphere's entering the scene
C. the collision between the sphere and the metal cube
D. the presence of the metal sphere
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12171_5,How many gray cylinders enter the scene?,,1,1.0
video_12171_6,"If the metal object is removed, what will not happen?
Options:
A. The purple cylinder collides with the blue cylinder
B. The blue cylinder and the green object collide
C. The blue cylinder collides with the cube
D. The purple cylinder and the green object collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12171_7,What is the shape of the object to collide with the cyan object?,,1,1.0
video_12171_8,What color is the last object that enters the scene?,,1,1.0
video_12171_9,How many purple cubes enter the scene?,,1,1.0
video_12171_10,"Without the yellow cylinder, which of the following will happen?
Options:
A. The metal object collides with the cube
B. The cube and the red cylinder collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12172_0,What shape is the stationary red object when the video ends?,,0,0.0
video_12172_1,What material is the second object to collide with the sphere?,,0,0.0
video_12172_2,How many metal objects are moving when the video ends?,,1,1.0
video_12172_3,What is the material of the gray object that is stationary when the cube enters the scene?,,0,0.0
video_12172_4,How many moving cubes are there when the cylinder enters the scene?,,1,1.0
video_12172_5,How many moving cubes are there when the video ends?,,1,1.0
video_12172_6,What is the color of the cube that is moving when the metal cylinder enters the scene?,,1,1.0
video_12172_7,What is the shape of the last object to collide with the purple object?,,1,1.0
video_12172_8,Are there any moving cyan objects?,,1,1.0
video_12172_9,How many cyan objects are moving when the video ends?,,1,1.0
video_12172_10,How many rubber objects are stationary when the cube enters the scene?,,1,1.0
video_12174_0,Are there any stationary gray objects when the yellow cube enters the scene?,,0,0.0
video_12174_1,What material is the object to collide with the red object?,,1,1.0
video_12174_2,Are there any spheres that enter the scene after the gray cube enters the scene?,,1,1.0
video_12174_3,How many collisions happen?,,1,1.0
video_12174_4,What is the material of the object to collide with the yellow object?,,1,1.0
video_12174_5,Are there any moving metal objects?,,1,1.0
video_12174_6,What shape is the object that is stationary when the purple sphere enters the scene?,,1,1.0
video_12174_7,"Which event will not happen without the brown rubber object?
Options:
A. The metal cube and the metal sphere collide
B. The cylinder and the green object collide
C. The metal cube collides with the yellow cube
D. The metal cube collides with the gray sphere
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,0,0.0
video_12174_8,"Which of the following is responsible for the cylinder's exit?
Options:
A. the red object's entrance
B. the cylinder's colliding with the red object
C. the presence of the purple sphere
D. the presence of the purple cube
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12174_9,How many metal objects enter the scene?,,1,1.0
video_12174_10,How many objects enter the scene?,,1,1.0
video_12175_0,How many cylinders enter the scene?,,1,1.0
video_12175_1,"Which of the following is not responsible for the collision between the cylinder and the purple sphere?
Options:
A. the purple sphere's colliding with the blue sphere
B. the presence of the blue sphere
C. the red sphere's entrance
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,0,0.0
video_12175_2,Are there any brown cylinders that enter the scene?,,1,1.0
video_12175_3,How many metal cylinders enter the scene before the rubber cylinder enters the scene?,,1,1.0
video_12175_4,How many objects are moving?,,1,1.0
video_12175_5,"Which of the following is not responsible for the yellow cylinder's colliding with the green object?
Options:
A. the presence of the red object
B. the presence of the cyan cube
C. the collision between the cube and the yellow object
D. the sphere's entrance
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12175_6,What is the color of the moving rubber object when the video begins?,,0,0.0
video_12175_7,What shape is the last object that enters the scene?,,1,1.0
video_12175_8,What is the color of the object that is moving when the video begins?,,1,1.0
video_12175_9,Are there any gray cubes that enter the scene after the red object enters the scene?,,1,1.0
video_12175_10,How many spheres are stationary when the cylinder enters the scene?,,1,1.0
video_12185_0,How many rubber objects are stationary when the video ends?,,1,1.0
video_12185_1,What color is the rubber object that is stationary when the video ends?,,1,1.0
video_12185_2,Are there any stationary blue objects?,,1,1.0
video_12185_3,How many collisions happen?,,1,1.0
video_12185_4,How many collisions happen after the rubber cylinder enters the scene?,,1,1.0
video_12185_5,What color is the first object to collide with the green cylinder?,,0,0.0
video_12185_6,What is the color of the sphere that is moving when the video ends?,,1,1.0
video_12185_7,"Which of the following will not happen if the green sphere is removed?
Options:
A. The cube collides with the cyan sphere
B. The cube and the yellow sphere collide
C. The cyan sphere collides with the brown sphere
D. The yellow sphere and the cyan object collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12185_8,"Which event will not happen without the rubber sphere?
Options:
A. The metal sphere collides with the cube
B. The rubber cylinder and the cube collide
C. The yellow cylinder collides with the blue object
D. The yellow cylinder collides with the green object
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12185_9,What is the color of the moving metal object when the rubber object enters the scene?,,1,1.0
video_12185_10,How many objects are stationary when the sphere enters the scene?,,1,1.0
video_12187_0,"Without the blue cube, which event will not happen?
Options:
A. The yellow cube collides with the cylinder
B. The sphere collides with the cylinder
C. The yellow cube collides with the sphere
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12187_1,How many collisions happen?,,1,1.0
video_12187_2,What color is the cube that is moving when the video begins?,,0,0.0
video_12187_3,"What will happen if the sphere is removed?
Options:
A. The purple cube and the brown object collide
B. The purple object collides with the brown cube
C. The cylinder and the brown object collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12187_4,How many stationary cubes are there when the cylinder enters the scene?,,1,1.0
video_12187_5,Are there any moving cubes when the sphere enters the scene?,,0,0.0
video_12187_6,"Without the gray cylinder, which of the following will happen?
Options:
A. The brown cylinder collides with the metal sphere
B. The green rubber sphere and the gray sphere collide
C. The green rubber object collides with the brown cylinder
D. The metal sphere collides with the blue object
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12187_7,How many collisions happen?,,1,1.0
video_12187_8,"Which event will happen next?
Options:
A. The sphere collides with the blue metal cylinder
B. The gray cylinder and the brown object collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12187_9,"If the cyan sphere is removed, what will not happen?
Options:
A. The red cube and the cylinder collide
B. The red cube and the green sphere collide
C. The cylinder collides with the blue object
D. The red cube and the red sphere collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12187_10,Are there any metal cylinders that enter the scene?,,1,1.0
video_12193_0,Are there any cyan cylinders that exit the scene?,,1,1.0
video_12193_1,"If the green rubber object is removed, which of the following will happen?
Options:
A. The cube and the metal sphere collide
B. The purple sphere and the red object collide
C. The metal sphere collides with the red sphere
D. The purple object and the metal sphere collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12193_2,What is the shape of the purple object that is stationary when the video ends?,,1,1.0
video_12193_3,How many red objects enter the scene?,,1,1.0
video_12193_4,What color is the moving metal sphere when the blue sphere exits the scene?,,1,1.0
video_12193_5,"If the sphere is removed, what will not happen?
Options:
A. The cube and the metal cylinder collide
B. The cyan cylinder and the rubber object collide
C. The cube and the blue object collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12193_6,What shape is the object to collide with the brown object?,,1,1.0
video_12193_7,"Without the purple object, what will happen?
Options:
A. The sphere and the cube collide
B. The yellow object and the cube collide
C. The yellow object collides with the sphere
D. The gray cylinder collides with the sphere
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12193_8,"Which of the following is responsible for the cube's colliding with the purple object?
Options:
A. the blue rubber object's colliding with the cyan cylinder
B. the cyan cylinder's entering the scene
C. the collision between the purple cylinder and the blue rubber object
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12193_9,How many stationary cyan objects are there when the video begins?,,1,1.0
video_12193_10,What is the color of the moving cube when the video begins?,,1,1.0
video_12211_0,"Which event will not happen without the red object?
Options:
A. The cube and the yellow sphere collide
B. The yellow sphere and the yellow cylinder collide
C. The gray sphere collides with the cube
D. The brown cylinder and the gray object collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12211_1,Are there any metal cubes that enter the scene before the metal sphere enters the scene?,,0,0.0
video_12211_2,What is the color of the first object to collide with the metal cube?,,1,1.0
video_12211_3,What material is the stationary object when the video begins?,,1,1.0
video_12211_4,How many objects are moving when the metal sphere exits the scene?,,1,1.0
video_12211_5,"Which event will not happen if the blue sphere is removed?
Options:
A. The red cube collides with the green sphere
B. The gray object collides with the green sphere
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12211_6,"Which of the following is responsible for the green object's colliding with the cyan object?
Options:
A. the blue object's entering the scene
B. the collision between the green sphere and the gray object
C. the presence of the blue sphere
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12211_7,What is the material of the moving cylinder when the video ends?,,1,1.0
video_12211_8,"Which of the following is not responsible for the red metal object's colliding with the red rubber object?
Options:
A. the collision between the red metal cylinder and the gray object
B. the red rubber cylinder's colliding with the gray cylinder
C. the green object's entrance
D. the presence of the green metal object
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12211_9,How many moving metal objects are there when the video ends?,,1,1.0
video_12211_10,What is the shape of the last object that enters the scene?,,1,1.0
video_12231_0,How many cylinders are moving when the video ends?,,1,1.0
video_12231_1,What material is the last object that enters the scene?,,1,1.0
video_12231_2,"Which of the following is responsible for the collision between the yellow cube and the blue object?
Options:
A. the presence of the yellow metal cylinder
B. the yellow cylinder's entering the scene
C. the yellow cylinder's colliding with the yellow cube
D. the presence of the gray sphere
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,0,0.0
video_12231_3,What shape is the metal object that is stationary when the video begins?,,1,1.0
video_12231_4,"Which of the following is responsible for the collision between the yellow cube and the green cube?
Options:
A. the presence of the brown sphere
B. the presence of the green metal sphere
C. the presence of the red rubber object
D. the presence of the metal cylinder
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12231_5,How many stationary rubber objects are there when the video begins?,,1,1.0
video_12231_6,How many objects enter the scene?,,1,1.0
video_12231_7,"Which of the following is responsible for the collision between the cube and the cyan sphere?
Options:
A. the presence of the gray rubber object
B. the brown sphere's entering the scene
C. the collision between the cube and the gray object
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12231_8,"What will not happen if the yellow cube is removed?
Options:
A. The red cube collides with the cyan object
B. The gray cylinder collides with the red cube
C. The red cylinder collides with the gray cylinder
D. The red cylinder collides with the red cube
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12231_9,How many collisions happen after the cyan object enters the scene?,,1,1.0
video_12231_10,How many stationary rubber objects are there when the video begins?,,1,1.0
video_12253_0,What shape is the stationary object?,,0,0.0
video_12253_1,What is the shape of the first object that enters the scene?,,0,0.0
video_12253_2,What shape is the last object that enters the scene?,,1,1.0
video_12253_3,How many rubber objects are moving?,,0,0.0
video_12253_4,"If the gray cube is removed, which event will not happen?
Options:
A. The green object collides with the brown cylinder
B. The gray cylinder and the brown cylinder collide
C. The gray cylinder and the green cube collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12253_5,What material is the last object to collide with the yellow object?,,1,1.0
video_12253_6,"If the green sphere is removed, which of the following will happen?
Options:
A. The yellow cube and the red metal cube collide
B. The yellow object and the rubber cube collide
C. The yellow cube and the brown object collide
D. The rubber cube collides with the red metal object
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12253_7,Are there any rubber spheres that enter the scene after the cyan sphere exits the scene?,,0,0.0
video_12253_8,How many green objects exit the scene after the cyan object enters the scene?,,1,1.0
video_12253_9,"What will happen if the metal sphere is removed?
Options:
A. The rubber sphere collides with the cube
B. The cylinder and the cube collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,1,1.0
video_12253_10,How many moving cylinders are there?,,1,1.0
video_12266_0,How many blue cylinders enter the scene?,,1,1.0
video_12266_1,What is the material of the object that is stationary when the purple cube exits the scene?,,1,1.0
video_12266_2,What is the material of the object to collide with the blue cylinder?,,1,1.0
video_12266_3,"Without the purple cube, what will not happen?
Options:
A. The green object and the metal cylinder collide
B. The blue object collides with the red cube
C. The metal sphere and the red cube collide
D. The blue object and the gray sphere collide
Multiple choices may be correct, and possibly none.
If none are correct, answer: N/A.
Answer with the option text(s). If multiple, separate with ' || '.",,0,0.0
video_12266_4,How many moving rubber objects are there?,,0,0.0
video_12266_5,What is the material of the sphere that is stationary when the cylinder enters the scene?,,1,1.0
video_12266_6,What material is the last object to collide with the green object?,,1,1.0
video_12266_7,What material is the object that exits the scene?,,0,0.0
video_12266_8,How many rubber objects are stationary when the cyan cylinder enters the scene?,,1,1.0
